ano;tamanho_estabelecimento;descricao_secao_cnae;size
2021;De 10 a 19;Construção;18
2021;De 10 a 19;Educação;9
2021;De 10 a 19;Indústrias de transformação;64
2021;De 10 a 19;Informação e comunicação;11
2021;De 10 a 19;Outras atividades de serviços;13
2021;De 10 a 19;Saúde humana e serviços sociais;16
2021;De 10 a 19;Transporte, armazenagem e correio;13
2021;De 10 a 19;Água, esgoto, atividades de gestão de resíduos e descontaminação;4
2021;De 100 a 249;Administração pública, defesa e seguridade social;1
2021;De 100 a 249;Alojamento e alimentação;2
2021;De 100 a 249;Atividades administrativas e serviços complementares;9
2021;De 100 a 249;Atividades financeiras, de seguros e serviços relacionados;4
2021;De 100 a 249;Atividades imobiliárias;1
2021;De 100 a 249;Atividades profissionais, científicas e técnicas;6
2021;De 100 a 249;"Comércio; reparação de veículos automotores e motocicletas";21
2021;De 100 a 249;Construção;3
2021;De 100 a 249;Educação;5
2021;De 100 a 249;Indústrias de transformação;19
2021;De 100 a 249;Informação e comunicação;3
2021;De 100 a 249;Outras atividades de serviços;1
2021;De 100 a 249;Saúde humana e serviços sociais;2
2021;De 100 a 249;Transporte, armazenagem e correio;5
2021;De 20 a 49;Administração pública, defesa e seguridade social;1
2021;De 20 a 49;Alojamento e alimentação;7
2021;De 20 a 49;Artes, cultura, esporte e recreação;5
2021;De 20 a 49;Atividades administrativas e serviços complementares;20
2021;De 20 a 49;Atividades financeiras, de seguros e serviços relacionados;5
2021;De 20 a 49;Atividades imobiliárias;1
2021;De 20 a 49;Atividades profissionais, científicas e técnicas;9
2021;De 20 a 49;"Comércio; reparação de veículos automotores e motocicletas";79
2021;De 20 a 49;Construção;19
2021;De 20 a 49;Educação;5
2021;De 20 a 49;Indústrias de transformação;49
2021;De 20 a 49;Informação e comunicação;9
2021;De 20 a 49;Outras atividades de serviços;5
2021;De 20 a 49;Saúde humana e serviços sociais;12
2021;De 20 a 49;Transporte, armazenagem e correio;13
2021;De 20 a 49;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2021;De 250 a 499;Administração pública, defesa e seguridade social;1
2021;De 250 a 499;Atividades administrativas e serviços complementares;4
2021;De 250 a 499;Atividades financeiras, de seguros e serviços relacionados;1
2021;De 250 a 499;"Comércio; reparação de veículos automotores e motocicletas";8
2021;De 250 a 499;Construção;4
2021;De 250 a 499;Educação;1
2021;De 250 a 499;Indústrias de transformação;7
2021;De 250 a 499;Informação e comunicação;1
2021;De 250 a 499;Outras atividades de serviços;2
2021;De 250 a 499;Saúde humana e serviços sociais;1
2021;De 250 a 499;Transporte, armazenagem e correio;2
2021;De 5 a 9;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2021;De 5 a 9;Alojamento e alimentação;8
2021;De 5 a 9;Artes, cultura, esporte e recreação;2
2021;De 5 a 9;Atividades administrativas e serviços complementares;24
2021;De 5 a 9;Atividades financeiras, de seguros e serviços relacionados;13
2021;De 5 a 9;Atividades imobiliárias;4
2021;De 5 a 9;Atividades profissionais, científicas e técnicas;16
2021;De 5 a 9;"Comércio; reparação de veículos automotores e motocicletas";109
2021;De 5 a 9;Construção;23
2021;De 5 a 9;Educação;12
2021;De 5 a 9;Eletricidade e gás;1
2021;De 5 a 9;Indústrias de transformação;63
2021;De 5 a 9;Informação e comunicação;13
2021;De 5 a 9;Outras atividades de serviços;15
2021;De 5 a 9;Saúde humana e serviços sociais;17
2021;De 5 a 9;Transporte, armazenagem e correio;15
2021;De 5 a 9;Água, esgoto, atividades de gestão de resíduos e descontaminação;3
2021;De 50 a 99;Administração pública, defesa e seguridade social;1
2021;De 50 a 99;Alojamento e alimentação;4
2021;De 50 a 99;Artes, cultura, esporte e recreação;1
2021;De 50 a 99;Atividades administrativas e serviços complementares;10
2021;De 50 a 99;Atividades financeiras, de seguros e serviços relacionados;4
2021;De 50 a 99;Atividades imobiliárias;1
2021;De 50 a 99;Atividades profissionais, científicas e técnicas;7
2021;De 50 a 99;"Comércio; reparação de veículos automotores e motocicletas";35
2021;De 50 a 99;Construção;11
2021;De 50 a 99;Educação;6
2021;De 50 a 99;Indústrias de transformação;36
2021;De 50 a 99;Informação e comunicação;2
2021;De 50 a 99;Outras atividades de serviços;5
2021;De 50 a 99;Saúde humana e serviços sociais;10
2021;De 50 a 99;Transporte, armazenagem e correio;10
2021;De 50 a 99;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2021;De 500 a 999;Atividades administrativas e serviços complementares;2
2021;De 500 a 999;Atividades financeiras, de seguros e serviços relacionados;1
2021;De 500 a 999;Atividades profissionais, científicas e técnicas;1
2021;De 500 a 999;"Comércio; reparação de veículos automotores e motocicletas";5
2021;De 500 a 999;Construção;1
2021;De 500 a 999;Educação;1
2021;De 500 a 999;Indústrias de transformação;3
2021;De 500 a 999;Informação e comunicação;2
2021;De 500 a 999;Transporte, armazenagem e correio;1
2021;De 500 a 999;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2021;Zero;Administração pública, defesa e seguridade social;3
2021;Zero;Agricultura, pecuária, produção florestal, pesca e aquicultura;16
2021;Zero;Alojamento e alimentação;12
2021;Zero;Artes, cultura, esporte e recreação;16
2021;Zero;Atividades administrativas e serviços complementares;44
2021;Zero;Atividades financeiras, de seguros e serviços relacionados;29
2021;Zero;Atividades imobiliárias;6
2021;Zero;Atividades profissionais, científicas e técnicas;36
2021;Zero;"Comércio; reparação de veículos automotores e motocicletas";183
2021;Zero;Construção;38
2021;Zero;Educação;19
2021;Zero;Eletricidade e gás;2
2021;Zero;Indústrias de transformação;156
2021;Zero;Indústrias extrativas;2
2021;Zero;Informação e comunicação;40
2021;Zero;Outras atividades de serviços;29
2021;Zero;Saúde humana e serviços sociais;35
2021;Zero;Serviços domésticos;1
2021;Zero;Transporte, armazenagem e correio;31
2021;Zero;Água, esgoto, atividades de gestão de resíduos e descontaminação;10
2022;1000 ou mais;Administração pública, defesa e seguridade social;1
2022;1000 ou mais;Atividades administrativas e serviços complementares;3
2022;1000 ou mais;Atividades financeiras, de seguros e serviços relacionados;2
2022;1000 ou mais;Atividades profissionais, científicas e técnicas;1
2022;1000 ou mais;"Comércio; reparação de veículos automotores e motocicletas";3
2022;1000 ou mais;Informação e comunicação;2
2022;1000 ou mais;Saúde humana e serviços sociais;1
2022;1000 ou mais;Transporte, armazenagem e correio;3
2022;Ate 4;Administração pública, defesa e seguridade social;1
2022;Ate 4;Agricultura, pecuária, produção florestal, pesca e aquicultura;4
2022;Ate 4;Alojamento e alimentação;11
2022;Ate 4;Artes, cultura, esporte e recreação;7
2022;Ate 4;Atividades administrativas e serviços complementares;38
2022;Ate 4;Atividades financeiras, de seguros e serviços relacionados;16
2022;Ate 4;Atividades imobiliárias;6
2022;Ate 4;Atividades profissionais, científicas e técnicas;27
2022;Ate 4;"Comércio; reparação de veículos automotores e motocicletas";147
2022;Ate 4;Construção;35
2022;Ate 4;Educação;14
2022;Ate 4;Eletricidade e gás;1
2022;Ate 4;Indústrias de transformação;101
2022;Ate 4;Indústrias extrativas;1
2022;Ate 4;Informação e comunicação;26
2022;Ate 4;Outras atividades de serviços;23
2022;Ate 4;Saúde e serviços sociais;1
2022;Ate 4;Saúde humana e serviços sociais;29
2022;Ate 4;Transporte, armazenagem e correio;23
2022;Ate 4;Água, esgoto, atividades de gestão de resíduos e descontaminação;6
2022;De 10 a 19;Alojamento e alimentação;8
2022;De 10 a 19;Artes, cultura, esporte e recreação;5
2022;De 10 a 19;Atividades administrativas e serviços complementares;20
2022;De 10 a 19;Atividades financeiras, de seguros e serviços relacionados;9
2022;De 10 a 19;Atividades imobiliárias;2
2022;De 10 a 19;Atividades profissionais, científicas e técnicas;7
2022;De 10 a 19;"Comércio; reparação de veículos automotores e motocicletas";92
2022;De 10 a 19;Construção;19
2022;De 10 a 19;Educação;11
2022;De 10 a 19;Indústrias de transformação;61
2022;De 10 a 19;Informação e comunicação;13
2022;De 10 a 19;Outras atividades de serviços;12
2022;De 10 a 19;Saúde humana e serviços sociais;14
2022;De 10 a 19;Transporte, armazenagem e correio;14
2022;De 10 a 19;Água, esgoto, atividades de gestão de resíduos e descontaminação;4
2022;De 100 a 249;Administração pública, defesa e seguridade social;2
2022;De 100 a 249;Alojamento e alimentação;3
2022;De 100 a 249;Artes, cultura, esporte e recreação;1
2022;De 100 a 249;Atividades administrativas e serviços complementares;10
2022;De 100 a 249;Atividades financeiras, de seguros e serviços relacionados;4
2022;De 100 a 249;Atividades imobiliárias;1
2022;De 100 a 249;Atividades profissionais, científicas e técnicas;7
2022;De 100 a 249;"Comércio; reparação de veículos automotores e motocicletas";17
2022;De 100 a 249;Construção;3
2022;De 100 a 249;Educação;4
2022;De 100 a 249;Indústrias de transformação;19
2022;De 100 a 249;Informação e comunicação;4
2022;De 100 a 249;Outras atividades de serviços;1
2022;De 100 a 249;Saúde humana e serviços sociais;2
2022;De 100 a 249;Transporte, armazenagem e correio;6
2022;De 20 a 49;Agricultura, pecuária, produção florestal, pesca e aquicultura;2
2022;De 20 a 49;Alojamento e alimentação;7
2022;De 20 a 49;Artes, cultura, esporte e recreação;3
2022;De 20 a 49;Atividades administrativas e serviços complementares;22
2022;De 20 a 49;Atividades financeiras, de seguros e serviços relacionados;5
2022;De 20 a 49;Atividades imobiliárias;1
2022;De 20 a 49;Atividades profissionais, científicas e técnicas;11
2022;De 20 a 49;"Comércio; reparação de veículos automotores e motocicletas";80
2022;De 20 a 49;Construção;23
2022;De 20 a 49;Educação;7
2022;De 20 a 49;Indústrias de transformação;49
2022;De 20 a 49;Informação e comunicação;10
2022;De 20 a 49;Outras atividades de serviços;8
2022;De 20 a 49;Saúde humana e serviços sociais;12
2022;De 20 a 49;Transporte, armazenagem e correio;16
2022;De 20 a 49;Água, esgoto, atividades de gestão de resíduos e descontaminação;4
2022;De 250 a 499;Administração pública, defesa e seguridade social;1
2022;De 250 a 499;Atividades administrativas e serviços complementares;3
2022;De 250 a 499;Atividades financeiras, de seguros e serviços relacionados;1
2022;De 250 a 499;Atividades profissionais, científicas e técnicas;3
2022;De 250 a 499;"Comércio; reparação de veículos automotores e motocicletas";9
2022;De 250 a 499;Construção;3
2022;De 250 a 499;Educação;2
2022;De 250 a 499;Indústrias de transformação;9
2022;De 250 a 499;Informação e comunicação;2
2022;De 250 a 499;Outras atividades de serviços;1
2022;De 250 a 499;Transporte, armazenagem e correio;3
2022;De 5 a 9;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2022;De 5 a 9;Alojamento e alimentação;10
2022;De 5 a 9;Artes, cultura, esporte e recreação;3
2022;De 5 a 9;Atividades administrativas e serviços complementares;28
2022;De 5 a 9;Atividades financeiras, de seguros e serviços relacionados;12
2022;De 5 a 9;Atividades imobiliárias;4
2022;De 5 a 9;Atividades profissionais, científicas e técnicas;16
2022;De 5 a 9;"Comércio; reparação de veículos automotores e motocicletas";114
2022;De 5 a 9;Construção;23
2022;De 5 a 9;Educação;13
2022;De 5 a 9;Indústrias de transformação;80
2022;De 5 a 9;Informação e comunicação;14
2022;De 5 a 9;Outras atividades de serviços;14
2022;De 5 a 9;Saúde humana e serviços sociais;21
2022;De 5 a 9;Transporte, armazenagem e correio;15
2022;De 5 a 9;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2022;De 50 a 99;Alojamento e alimentação;3
2022;De 50 a 99;Artes, cultura, esporte e recreação;1
2022;De 50 a 99;Atividades administrativas e serviços complementares;14
2022;De 50 a 99;Atividades financeiras, de seguros e serviços relacionados;3
2022;De 50 a 99;Atividades imobiliárias;1
2022;De 50 a 99;Atividades profissionais, científicas e técnicas;7
2022;De 50 a 99;"Comércio; reparação de veículos automotores e motocicletas";45
2022;De 50 a 99;Construção;14
2022;De 50 a 99;Educação;6
2022;De 50 a 99;Indústrias de transformação;37
2022;De 50 a 99;Informação e comunicação;4
2022;De 50 a 99;Outras atividades de serviços;4
2022;De 50 a 99;Saúde humana e serviços sociais;10
2022;De 50 a 99;Transporte, armazenagem e correio;12
2022;De 50 a 99;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2022;De 500 a 999;Atividades administrativas e serviços complementares;2
2022;De 500 a 999;Atividades financeiras, de seguros e serviços relacionados;1
2022;De 500 a 999;Atividades profissionais, científicas e técnicas;1
2022;De 500 a 999;"Comércio; reparação de veículos automotores e motocicletas";5
2022;De 500 a 999;Construção;1
2022;De 500 a 999;Educação;2
2022;De 500 a 999;Indústrias de transformação;3
2022;De 500 a 999;Informação e comunicação;1
2022;De 500 a 999;Saúde humana e serviços sociais;2
2022;De 500 a 999;Transporte, armazenagem e correio;2
2022;De 500 a 999;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2022;Zero;Administração pública, defesa e seguridade social;2
2022;Zero;Agricultura, pecuária, produção florestal, pesca e aquicultura;10
2022;Zero;Alojamento e alimentação;12
2022;Zero;Artes, cultura, esporte e recreação;15
2022;Zero;Atividades administrativas e serviços complementares;40
2022;Zero;Atividades financeiras, de seguros e serviços relacionados;23
2022;Zero;Atividades imobiliárias;6
2022;Zero;Atividades profissionais, científicas e técnicas;34
2022;Zero;"Comércio; reparação de veículos automotores e motocicletas";169
2022;Zero;Construção;38
2022;Zero;Educação;20
2022;Zero;Eletricidade e gás;2
2022;Zero;Indústrias de transformação;127
2022;Zero;Informação e comunicação;37
2022;Zero;Outras atividades de serviços;25
2022;Zero;Saúde humana e serviços sociais;33
2022;Zero;Serviços domésticos;1
2022;Zero;Transporte, armazenagem e correio;27
2022;Zero;Água, esgoto, atividades de gestão de resíduos e descontaminação;8
2023;1000 ou mais;Administração pública, defesa e seguridade social;1
2023;1000 ou mais;Atividades administrativas e serviços complementares;3
2023;1000 ou mais;Atividades financeiras, de seguros e serviços relacionados;2
2023;1000 ou mais;Atividades profissionais, científicas e técnicas;1
2023;1000 ou mais;"Comércio; reparação de veículos automotores e motocicletas";4
2023;1000 ou mais;Educação;1
2023;1000 ou mais;Informação e comunicação;2
2023;1000 ou mais;Saúde humana e serviços sociais;1
2023;1000 ou mais;Transporte, armazenagem e correio;3
2023;Ate 4;Administração pública, defesa e seguridade social;2
2023;Ate 4;Agricultura, pecuária, produção florestal, pesca e aquicultura;5
2023;Ate 4;Alojamento e alimentação;11
2023;Ate 4;Artes, cultura, esporte e recreação;6
2023;Ate 4;Atividades administrativas e serviços complementares;40
2023;Ate 4;Atividades financeiras, de seguros e serviços relacionados;18
2023;Ate 4;Atividades imobiliárias;5
2023;Ate 4;Atividades profissionais, científicas e técnicas;25
2023;Ate 4;"Comércio; reparação de veículos automotores e motocicletas";152
2023;Ate 4;Construção;30
2023;Ate 4;Educação;14
2023;Ate 4;Indústrias de transformação;99
2023;Ate 4;Indústrias extrativas;1
2023;Ate 4;Informação e comunicação;27
2023;Ate 4;Outras atividades de serviços;22
2023;Ate 4;Saúde e serviços sociais;1
2023;Ate 4;Saúde humana e serviços sociais;29
2023;Ate 4;Transporte, armazenagem e correio;23
2023;Ate 4;Água, esgoto, atividades de gestão de resíduos e descontaminação;6
2023;De 10 a 19;Administração pública, defesa e seguridade social;1
2023;De 10 a 19;Alojamento e alimentação;9
2023;De 10 a 19;Artes, cultura, esporte e recreação;4
2023;De 10 a 19;Atividades administrativas e serviços complementares;23
2023;De 10 a 19;Atividades financeiras, de seguros e serviços relacionados;7
2023;De 10 a 19;Atividades imobiliárias;3
2023;De 10 a 19;Atividades profissionais, científicas e técnicas;10
2023;De 10 a 19;"Comércio; reparação de veículos automotores e motocicletas";101
2023;De 10 a 19;Construção;22
2023;De 10 a 19;Educação;9
2023;De 10 a 19;Indústrias de transformação;66
2023;De 10 a 19;Informação e comunicação;17
2023;De 10 a 19;Outras atividades de serviços;12
2023;De 10 a 19;Saúde humana e serviços sociais;15
2023;De 10 a 19;Transporte, armazenagem e correio;16
2023;De 10 a 19;Água, esgoto, atividades de gestão de resíduos e descontaminação;4
2023;De 100 a 249;Administração pública, defesa e seguridade social;3
2023;De 100 a 249;Alojamento e alimentação;3
2023;De 100 a 249;Atividades administrativas e serviços complementares;8
2023;De 100 a 249;Atividades financeiras, de seguros e serviços relacionados;5
2023;De 100 a 249;Atividades imobiliárias;1
2023;De 100 a 249;Atividades profissionais, científicas e técnicas;7
2023;De 100 a 249;"Comércio; reparação de veículos automotores e motocicletas";18
2023;De 100 a 249;Construção;6
2023;De 100 a 249;Educação;6
2023;De 100 a 249;Indústrias de transformação;17
2023;De 100 a 249;Informação e comunicação;2
2023;De 100 a 249;Outras atividades de serviços;1
2023;De 100 a 249;Saúde humana e serviços sociais;3
2023;De 100 a 249;Transporte, armazenagem e correio;6
2023;De 20 a 49;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2023;De 20 a 49;Alojamento e alimentação;8
2023;De 20 a 49;Artes, cultura, esporte e recreação;3
2023;De 20 a 49;Atividades administrativas e serviços complementares;22
2023;De 20 a 49;Atividades financeiras, de seguros e serviços relacionados;8
2023;De 20 a 49;Atividades imobiliárias;1
2023;De 20 a 49;Atividades profissionais, científicas e técnicas;11
2023;De 20 a 49;"Comércio; reparação de veículos automotores e motocicletas";79
2023;De 20 a 49;Construção;19
2023;De 20 a 49;Educação;9
2023;De 20 a 49;Indústrias de transformação;51
2023;De 20 a 49;Informação e comunicação;9
2023;De 20 a 49;Outras atividades de serviços;8
2023;De 20 a 49;Saúde humana e serviços sociais;14
2023;De 20 a 49;Transporte, armazenagem e correio;12
2023;De 20 a 49;Água, esgoto, atividades de gestão de resíduos e descontaminação;3
2023;De 250 a 499;Administração pública, defesa e seguridade social;1
2023;De 250 a 499;Atividades administrativas e serviços complementares;4
2023;De 250 a 499;Atividades financeiras, de seguros e serviços relacionados;1
2023;De 250 a 499;"Comércio; reparação de veículos automotores e motocicletas";9
2023;De 250 a 499;Construção;2
2023;De 250 a 499;Educação;2
2023;De 250 a 499;Indústrias de transformação;10
2023;De 250 a 499;Informação e comunicação;4
2023;De 250 a 499;Outras atividades de serviços;1
2023;De 250 a 499;Saúde humana e serviços sociais;1
2023;De 250 a 499;Transporte, armazenagem e correio;3
2023;De 5 a 9;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2023;De 5 a 9;Alojamento e alimentação;9
2023;De 5 a 9;Artes, cultura, esporte e recreação;4
2023;De 5 a 9;Atividades administrativas e serviços complementares;28
2023;De 5 a 9;Atividades financeiras, de seguros e serviços relacionados;13
2023;De 5 a 9;Atividades imobiliárias;4
2023;De 5 a 9;Atividades profissionais, científicas e técnicas;14
2023;De 5 a 9;"Comércio; reparação de veículos automotores e motocicletas";112
2023;De 5 a 9;Construção;25
2023;De 5 a 9;Educação;13
2023;De 5 a 9;Indústrias de transformação;80
2023;De 5 a 9;Informação e comunicação;14
2023;De 5 a 9;Outras atividades de serviços;15
2023;De 5 a 9;Saúde humana e serviços sociais;17
2023;De 5 a 9;Transporte, armazenagem e correio;18
2023;De 5 a 9;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2023;De 50 a 99;Alojamento e alimentação;4
2023;De 50 a 99;Artes, cultura, esporte e recreação;2
2023;De 50 a 99;Atividades administrativas e serviços complementares;15
2023;De 50 a 99;Atividades financeiras, de seguros e serviços relacionados;3
2023;De 50 a 99;Atividades imobiliárias;1
2023;De 50 a 99;Atividades profissionais, científicas e técnicas;6
2023;De 50 a 99;"Comércio; reparação de veículos automotores e motocicletas";43
2023;De 50 a 99;Construção;10
2023;De 50 a 99;Educação;6
2023;De 50 a 99;Indústrias de transformação;36
2023;De 50 a 99;Informação e comunicação;5
2023;De 50 a 99;Outras atividades de serviços;6
2023;De 50 a 99;Saúde humana e serviços sociais;13
2023;De 50 a 99;Transporte, armazenagem e correio;9
2023;De 50 a 99;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2023;De 500 a 999;Atividades administrativas e serviços complementares;3
2023;De 500 a 999;Atividades financeiras, de seguros e serviços relacionados;1
2023;De 500 a 999;Atividades profissionais, científicas e técnicas;1
2023;De 500 a 999;"Comércio; reparação de veículos automotores e motocicletas";3
2023;De 500 a 999;Construção;1
2023;De 500 a 999;Educação;1
2023;De 500 a 999;Indústrias de transformação;2
2023;De 500 a 999;Informação e comunicação;1
2023;De 500 a 999;Saúde humana e serviços sociais;3
2023;De 500 a 999;Transporte, armazenagem e correio;2
2023;De 500 a 999;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2023;Zero;Administração pública, defesa e seguridade social;2
2023;Zero;Agricultura, pecuária, produção florestal, pesca e aquicultura;14
2023;Zero;Alojamento e alimentação;12
2023;Zero;Artes, cultura, esporte e recreação;17
2023;Zero;Atividades administrativas e serviços complementares;43
2023;Zero;Atividades financeiras, de seguros e serviços relacionados;25
2023;Zero;Atividades imobiliárias;6
2023;Zero;Atividades profissionais, científicas e técnicas;37
2023;Zero;"Comércio; reparação de veículos automotores e motocicletas";178
2023;Zero;Construção;40
2023;Zero;Educação;20
2023;Zero;Eletricidade e gás;2
2023;Zero;Indústrias de transformação;151
2023;Zero;Indústrias extrativas;1
2023;Zero;Informação e comunicação;33
2023;Zero;Outras atividades de serviços;27
2023;Zero;Saúde e serviços sociais;1
2023;Zero;Saúde humana e serviços sociais;35
2023;Zero;Serviços domésticos;1
2023;Zero;Transporte, armazenagem e correio;31
2023;Zero;Água, esgoto, atividades de gestão de resíduos e descontaminação;10
2024;1000 ou mais;Atividades administrativas e serviços complementares;2
2024;1000 ou mais;Atividades financeiras, de seguros e serviços relacionados;2
2024;1000 ou mais;Atividades profissionais, científicas e técnicas;1
2024;1000 ou mais;"Comércio; reparação de veículos automotores e motocicletas";4
2024;1000 ou mais;Informação e comunicação;2
2024;1000 ou mais;Saúde humana e serviços sociais;2
2024;1000 ou mais;Transporte, armazenagem e correio;3
2024;Ate 4;Agricultura, pecuária, produção florestal, pesca e aquicultura;5
2024;Ate 4;Alojamento e alimentação;10
2024;Ate 4;Artes, cultura, esporte e recreação;8
2024;Ate 4;Atividades administrativas e serviços complementares;40
2024;Ate 4;Atividades financeiras, de seguros e serviços relacionados;18
2024;Ate 4;Atividades imobiliárias;6
2024;Ate 4;Atividades profissionais, científicas e técnicas;27
2024;Ate 4;"Comércio; reparação de veículos automotores e motocicletas";161
2024;Ate 4;Construção;33
2024;Ate 4;Educação;16
2024;Ate 4;Indústrias de transformação;104
2024;Ate 4;Indústrias extrativas;1
2024;Ate 4;Informação e comunicação;26
2024;Ate 4;Outras atividades de serviços;23
2024;Ate 4;Saúde humana e serviços sociais;32
2024;Ate 4;Transporte, armazenagem e correio;25
2024;Ate 4;Água, esgoto, atividades de gestão de resíduos e descontaminação;9
2024;De 10 a 19;Alojamento e alimentação;8
2024;De 10 a 19;Artes, cultura, esporte e recreação;4
2024;De 10 a 19;Atividades administrativas e serviços complementares;26
2024;De 10 a 19;Atividades financeiras, de seguros e serviços relacionados;8
2024;De 10 a 19;Atividades imobiliárias;2
2024;De 10 a 19;Atividades profissionais, científicas e técnicas;12
2024;De 10 a 19;"Comércio; reparação de veículos automotores e motocicletas";92
2024;De 10 a 19;Construção;29
2024;De 10 a 19;Educação;10
2024;De 10 a 19;Indústrias de transformação;64
2024;De 10 a 19;Informação e comunicação;12
2024;De 10 a 19;Outras atividades de serviços;8
2024;De 10 a 19;Saúde humana e serviços sociais;16
2024;De 10 a 19;Transporte, armazenagem e correio;13
2024;De 10 a 19;Água, esgoto, atividades de gestão de resíduos e descontaminação;3
2024;De 100 a 249;Alojamento e alimentação;3
2024;De 100 a 249;Atividades administrativas e serviços complementares;10
2024;De 100 a 249;Atividades financeiras, de seguros e serviços relacionados;5
2024;De 100 a 249;Atividades imobiliárias;1
2024;De 100 a 249;Atividades profissionais, científicas e técnicas;6
2024;De 100 a 249;"Comércio; reparação de veículos automotores e motocicletas";18
2024;De 100 a 249;Construção;8
2024;De 100 a 249;Educação;6
2024;De 100 a 249;Indústrias de transformação;19
2024;De 100 a 249;Informação e comunicação;2
2024;De 100 a 249;Outras atividades de serviços;3
2024;De 100 a 249;Saúde humana e serviços sociais;4
2024;De 100 a 249;Transporte, armazenagem e correio;6
2024;De 20 a 49;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2024;De 20 a 49;Alojamento e alimentação;7
2024;De 20 a 49;Artes, cultura, esporte e recreação;3
2024;De 20 a 49;Atividades administrativas e serviços complementares;23
2024;De 20 a 49;Atividades financeiras, de seguros e serviços relacionados;10
2024;De 20 a 49;Atividades imobiliárias;2
2024;De 20 a 49;Atividades profissionais, científicas e técnicas;9
2024;De 20 a 49;"Comércio; reparação de veículos automotores e motocicletas";80
2024;De 20 a 49;Construção;21
2024;De 20 a 49;Educação;8
2024;De 20 a 49;Indústrias de transformação;52
2024;De 20 a 49;Informação e comunicação;11
2024;De 20 a 49;Outras atividades de serviços;8
2024;De 20 a 49;Saúde humana e serviços sociais;13
2024;De 20 a 49;Transporte, armazenagem e correio;14
2024;De 20 a 49;Água, esgoto, atividades de gestão de resíduos e descontaminação;4
2024;De 250 a 499;Atividades administrativas e serviços complementares;4
2024;De 250 a 499;Atividades financeiras, de seguros e serviços relacionados;1
2024;De 250 a 499;"Comércio; reparação de veículos automotores e motocicletas";11
2024;De 250 a 499;Construção;1
2024;De 250 a 499;Educação;1
2024;De 250 a 499;Indústrias de transformação;10
2024;De 250 a 499;Informação e comunicação;2
2024;De 250 a 499;Outras atividades de serviços;1
2024;De 250 a 499;Saúde humana e serviços sociais;1
2024;De 250 a 499;Transporte, armazenagem e correio;3
2024;De 5 a 9;Alojamento e alimentação;8
2024;De 5 a 9;Artes, cultura, esporte e recreação;4
2024;De 5 a 9;Atividades administrativas e serviços complementares;28
2024;De 5 a 9;Atividades financeiras, de seguros e serviços relacionados;10
2024;De 5 a 9;Atividades imobiliárias;4
2024;De 5 a 9;Atividades profissionais, científicas e técnicas;14
2024;De 5 a 9;"Comércio; reparação de veículos automotores e motocicletas";118
2024;De 5 a 9;Construção;20
2024;De 5 a 9;Educação;11
2024;De 5 a 9;Indústrias de transformação;79
2024;De 5 a 9;Informação e comunicação;16
2024;De 5 a 9;Outras atividades de serviços;17
2024;De 5 a 9;Saúde humana e serviços sociais;19
2024;De 5 a 9;Transporte, armazenagem e correio;17
2024;De 5 a 9;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2024;De 50 a 99;Alojamento e alimentação;5
2024;De 50 a 99;Artes, cultura, esporte e recreação;1
2024;De 50 a 99;Atividades administrativas e serviços complementares;16
2024;De 50 a 99;Atividades financeiras, de seguros e serviços relacionados;3
2024;De 50 a 99;Atividades imobiliárias;1
2024;De 50 a 99;Atividades profissionais, científicas e técnicas;6
2024;De 50 a 99;"Comércio; reparação de veículos automotores e motocicletas";44
2024;De 50 a 99;Construção;11
2024;De 50 a 99;Educação;4
2024;De 50 a 99;Indústrias de transformação;35
2024;De 50 a 99;Informação e comunicação;7
2024;De 50 a 99;Outras atividades de serviços;7
2024;De 50 a 99;Saúde humana e serviços sociais;13
2024;De 50 a 99;Transporte, armazenagem e correio;11
2024;De 50 a 99;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2024;De 500 a 999;Alojamento e alimentação;1
2024;De 500 a 999;Atividades administrativas e serviços complementares;2
2024;De 500 a 999;Atividades financeiras, de seguros e serviços relacionados;1
2024;De 500 a 999;Atividades profissionais, científicas e técnicas;1
2024;De 500 a 999;"Comércio; reparação de veículos automotores e motocicletas";1
2024;De 500 a 999;Construção;2
2024;De 500 a 999;Educação;1
2024;De 500 a 999;Indústrias de transformação;3
2024;De 500 a 999;Informação e comunicação;3
2024;De 500 a 999;Saúde humana e serviços sociais;1
2024;De 500 a 999;Transporte, armazenagem e correio;1
2024;De 500 a 999;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2024;Zero;Administração pública, defesa e seguridade social;1
