ano;tamanho_estabelecimento;descricao_secao_cnae;size
2009;De 5 a 9;Outras atividades de serviços;16
2009;De 5 a 9;Saúde humana e serviços sociais;13
2009;De 5 a 9;Transporte, armazenagem e correio;19
2009;De 5 a 9;Água, esgoto, atividades de gestão de resíduos e descontaminação;4
2009;De 50 a 99;Administração pública, defesa e seguridade social;1
2009;De 50 a 99;Alojamento e alimentação;4
2009;De 50 a 99;Atividades administrativas e serviços complementares;12
2009;De 50 a 99;Atividades financeiras, de seguros e serviços relacionados;1
2009;De 50 a 99;Atividades imobiliárias;1
2009;De 50 a 99;Atividades profissionais, científicas e técnicas;1
2009;De 50 a 99;"Comércio; reparação de veículos automotores e motocicletas";31
2009;De 50 a 99;Construção;7
2009;De 50 a 99;Educação;3
2009;De 50 a 99;Indústrias de transformação;45
2009;De 50 a 99;Informação e comunicação;7
2009;De 50 a 99;Outras atividades de serviços;6
2009;De 50 a 99;Saúde humana e serviços sociais;5
2009;De 50 a 99;Transporte, armazenagem e correio;9
2009;De 50 a 99;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2009;De 500 a 999;Atividades administrativas e serviços complementares;4
2009;De 500 a 999;Atividades financeiras, de seguros e serviços relacionados;1
2009;De 500 a 999;"Comércio; reparação de veículos automotores e motocicletas";2
2009;De 500 a 999;Construção;1
2009;De 500 a 999;Educação;1
2009;De 500 a 999;Indústrias de transformação;4
2009;De 500 a 999;Informação e comunicação;1
2009;Zero;Administração pública, defesa e seguridade social;4
2009;Zero;Agricultura, pecuária, produção florestal, pesca e aquicultura;13
2009;Zero;Alojamento e alimentação;10
2009;Zero;Artes, cultura, esporte e recreação;19
2009;Zero;Atividades administrativas e serviços complementares;44
2009;Zero;Atividades financeiras, de seguros e serviços relacionados;29
2009;Zero;Atividades imobiliárias;5
2009;Zero;Atividades profissionais, científicas e técnicas;35
2009;Zero;"Comércio; reparação de veículos automotores e motocicletas";185
2009;Zero;Construção;30
2009;Zero;Educação;22
2009;Zero;Eletricidade e gás;3
2009;Zero;Indústrias de transformação;162
2009;Zero;Indústrias extrativas;1
2009;Zero;Informação e comunicação;33
2009;Zero;Outras atividades de serviços;27
2009;Zero;Saúde humana e serviços sociais;30
2009;Zero;Serviços domésticos;1
2009;Zero;Transporte, armazenagem e correio;36
2009;Zero;Água, esgoto, atividades de gestão de resíduos e descontaminação;8
2010;1000 ou mais;Administração pública, defesa e seguridade social;1
2010;1000 ou mais;Alojamento e alimentação;1
2010;1000 ou mais;Atividades administrativas e serviços complementares;2
2010;1000 ou mais;Atividades financeiras, de seguros e serviços relacionados;1
2010;1000 ou mais;"Comércio; reparação de veículos automotores e motocicletas";2
2010;1000 ou mais;Indústrias de transformação;2
2010;1000 ou mais;Informação e comunicação;2
2010;1000 ou mais;Transporte, armazenagem e correio;2
2010;Ate 4;Administração pública, defesa e seguridade social;1
2010;Ate 4;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2010;Ate 4;Alojamento e alimentação;10
2010;Ate 4;Artes, cultura, esporte e recreação;6
2010;Ate 4;Atividades administrativas e serviços complementares;34
2010;Ate 4;Atividades financeiras, de seguros e serviços relacionados;12
2010;Ate 4;Atividades imobiliárias;5
2010;Ate 4;Atividades profissionais, científicas e técnicas;18
2010;Ate 4;"Comércio; reparação de veículos automotores e motocicletas";142
2010;Ate 4;Construção;23
2010;Ate 4;Educação;13
2010;Ate 4;Eletricidade e gás;1
2010;Ate 4;Indústrias de transformação;100
2010;Ate 4;Informação e comunicação;18
2010;Ate 4;Outras atividades de serviços;23
2010;Ate 4;Saúde humana e serviços sociais;24
2010;Ate 4;Serviços domésticos;1
2010;Ate 4;Transporte, armazenagem e correio;24
2010;Ate 4;Água, esgoto, atividades de gestão de resíduos e descontaminação;4
2010;De 10 a 19;Administração pública, defesa e seguridade social;1
2010;De 10 a 19;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2010;De 10 a 19;Alojamento e alimentação;7
2010;De 10 a 19;Artes, cultura, esporte e recreação;5
2010;De 10 a 19;Atividades administrativas e serviços complementares;20
2010;De 10 a 19;Atividades financeiras, de seguros e serviços relacionados;9
2010;De 10 a 19;Atividades imobiliárias;1
2010;De 10 a 19;Atividades profissionais, científicas e técnicas;9
2010;De 10 a 19;"Comércio; reparação de veículos automotores e motocicletas";92
2010;De 10 a 19;Construção;12
2010;De 10 a 19;Educação;8
2010;De 10 a 19;Indústrias de transformação;67
2010;De 10 a 19;Informação e comunicação;10
2010;De 10 a 19;Outras atividades de serviços;12
2010;De 10 a 19;Saúde humana e serviços sociais;15
2010;De 10 a 19;Transporte, armazenagem e correio;20
2010;De 10 a 19;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2010;De 100 a 249;Alojamento e alimentação;2
2010;De 100 a 249;Atividades administrativas e serviços complementares;8
2010;De 100 a 249;Atividades financeiras, de seguros e serviços relacionados;2
2010;De 100 a 249;Atividades imobiliárias;1
2010;De 100 a 249;Atividades profissionais, científicas e técnicas;2
2010;De 100 a 249;"Comércio; reparação de veículos automotores e motocicletas";19
2010;De 100 a 249;Construção;5
2010;De 100 a 249;Educação;4
2010;De 100 a 249;Indústrias de transformação;38
2010;De 100 a 249;Informação e comunicação;3
2010;De 100 a 249;Outras atividades de serviços;2
2010;De 100 a 249;Transporte, armazenagem e correio;5
2010;De 100 a 249;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2010;De 20 a 49;Administração pública, defesa e seguridade social;1
2010;De 20 a 49;Alojamento e alimentação;7
2010;De 20 a 49;Artes, cultura, esporte e recreação;3
2010;De 20 a 49;Atividades administrativas e serviços complementares;16
2010;De 20 a 49;Atividades financeiras, de seguros e serviços relacionados;5
2010;De 20 a 49;Atividades imobiliárias;2
2010;De 20 a 49;Atividades profissionais, científicas e técnicas;7
2010;De 20 a 49;"Comércio; reparação de veículos automotores e motocicletas";72
2010;De 20 a 49;Construção;13
2010;De 20 a 49;Educação;10
2010;De 20 a 49;Indústrias de transformação;51
2010;De 20 a 49;Informação e comunicação;9
2010;De 20 a 49;Outras atividades de serviços;9
2010;De 20 a 49;Saúde humana e serviços sociais;13
2010;De 20 a 49;Transporte, armazenagem e correio;16
2010;De 20 a 49;Água, esgoto, atividades de gestão de resíduos e descontaminação;3
2010;De 250 a 499;Administração pública, defesa e seguridade social;2
2010;De 250 a 499;Atividades administrativas e serviços complementares;5
2010;De 250 a 499;Atividades financeiras, de seguros e serviços relacionados;1
2010;De 250 a 499;Atividades profissionais, científicas e técnicas;1
2010;De 250 a 499;"Comércio; reparação de veículos automotores e motocicletas";6
2010;De 250 a 499;Construção;1
2010;De 250 a 499;Educação;1
2010;De 250 a 499;Indústrias de transformação;9
2010;De 250 a 499;Informação e comunicação;1
2010;De 250 a 499;Saúde humana e serviços sociais;3
2010;De 250 a 499;Transporte, armazenagem e correio;1
2010;De 250 a 499;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2010;De 5 a 9;Administração pública, defesa e seguridade social;1
2010;De 5 a 9;Alojamento e alimentação;9
2010;De 5 a 9;Artes, cultura, esporte e recreação;4
2010;De 5 a 9;Atividades administrativas e serviços complementares;20
2010;De 5 a 9;Atividades financeiras, de seguros e serviços relacionados;10
2010;De 5 a 9;Atividades imobiliárias;3
2010;De 5 a 9;Atividades profissionais, científicas e técnicas;15
2010;De 5 a 9;"Comércio; reparação de veículos automotores e motocicletas";105
2010;De 5 a 9;Construção;21
2010;De 5 a 9;Educação;10
2010;De 5 a 9;Indústrias de transformação;80
2010;De 5 a 9;Informação e comunicação;14
2010;De 5 a 9;Outras atividades de serviços;15
2010;De 5 a 9;Saúde humana e serviços sociais;13
2010;De 5 a 9;Serviços domésticos;1
2010;De 5 a 9;Transporte, armazenagem e correio;17
2010;De 5 a 9;Água, esgoto, atividades de gestão de resíduos e descontaminação;3
2010;De 50 a 99;Administração pública, defesa e seguridade social;1
2010;De 50 a 99;Alojamento e alimentação;3
2010;De 50 a 99;Atividades administrativas e serviços complementares;12
2010;De 50 a 99;Atividades financeiras, de seguros e serviços relacionados;1
2010;De 50 a 99;Atividades imobiliárias;1
2010;De 50 a 99;Atividades profissionais, científicas e técnicas;1
2010;De 50 a 99;"Comércio; reparação de veículos automotores e motocicletas";33
2010;De 50 a 99;Construção;11
2010;De 50 a 99;Educação;5
2010;De 50 a 99;Indústrias de transformação;35
2010;De 50 a 99;Informação e comunicação;9
2010;De 50 a 99;Outras atividades de serviços;5
2010;De 50 a 99;Saúde humana e serviços sociais;7
2010;De 50 a 99;Transporte, armazenagem e correio;8
2010;De 500 a 999;Atividades administrativas e serviços complementares;4
2010;De 500 a 999;Atividades financeiras, de seguros e serviços relacionados;1
2010;De 500 a 999;"Comércio; reparação de veículos automotores e motocicletas";4
2010;De 500 a 999;Construção;1
2010;De 500 a 999;Educação;1
2010;De 500 a 999;Indústrias de transformação;7
2010;De 500 a 999;Informação e comunicação;1
2010;Zero;Administração pública, defesa e seguridade social;6
2010;Zero;Agricultura, pecuária, produção florestal, pesca e aquicultura;10
2010;Zero;Alojamento e alimentação;11
2010;Zero;Artes, cultura, esporte e recreação;19
2010;Zero;Atividades administrativas e serviços complementares;43
2010;Zero;Atividades financeiras, de seguros e serviços relacionados;30
2010;Zero;Atividades imobiliárias;5
2010;Zero;Atividades profissionais, científicas e técnicas;34
2010;Zero;"Comércio; reparação de veículos automotores e motocicletas";177
2010;Zero;Construção;36
2010;Zero;Educação;22
2010;Zero;Eletricidade e gás;1
2010;Zero;Indústrias de transformação;155
2010;Zero;Indústrias extrativas;2
2010;Zero;Informação e comunicação;34
2010;Zero;Outras atividades de serviços;25
2010;Zero;Saúde humana e serviços sociais;28
2010;Zero;Serviços domésticos;1
2010;Zero;Transporte, armazenagem e correio;38
2010;Zero;Água, esgoto, atividades de gestão de resíduos e descontaminação;9
2011;1000 ou mais;Administração pública, defesa e seguridade social;1
2011;1000 ou mais;Alojamento e alimentação;1
2011;1000 ou mais;Atividades administrativas e serviços complementares;3
2011;1000 ou mais;Atividades financeiras, de seguros e serviços relacionados;1
2011;1000 ou mais;"Comércio; reparação de veículos automotores e motocicletas";2
2011;1000 ou mais;Indústrias de transformação;2
2011;1000 ou mais;Informação e comunicação;2
2011;1000 ou mais;Transporte, armazenagem e correio;2
2011;Ate 4;Administração pública, defesa e seguridade social;1
2011;Ate 4;Agricultura, pecuária, produção florestal, pesca e aquicultura;3
2011;Ate 4;Alojamento e alimentação;10
2011;Ate 4;Artes, cultura, esporte e recreação;9
2011;Ate 4;Atividades administrativas e serviços complementares;33
2011;Ate 4;Atividades financeiras, de seguros e serviços relacionados;14
2011;Ate 4;Atividades imobiliárias;5
2011;Ate 4;Atividades profissionais, científicas e técnicas;20
2011;Ate 4;"Comércio; reparação de veículos automotores e motocicletas";144
2011;Ate 4;Construção;28
2011;Ate 4;Educação;17
2011;Ate 4;Indústrias de transformação;108
2011;Ate 4;Informação e comunicação;20
2011;Ate 4;Outras atividades de serviços;22
2011;Ate 4;Saúde humana e serviços sociais;27
2011;Ate 4;Serviços domésticos;1
2011;Ate 4;Transporte, armazenagem e correio;24
2011;Ate 4;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2011;De 10 a 19;Administração pública, defesa e seguridade social;1
2011;De 10 a 19;Alojamento e alimentação;7
2011;De 10 a 19;Artes, cultura, esporte e recreação;5
2011;De 10 a 19;Atividades administrativas e serviços complementares;19
2011;De 10 a 19;Atividades financeiras, de seguros e serviços relacionados;8
2011;De 10 a 19;Atividades imobiliárias;1
2011;De 10 a 19;Atividades profissionais, científicas e técnicas;10
2011;De 10 a 19;"Comércio; reparação de veículos automotores e motocicletas";87
2011;De 10 a 19;Construção;13
2011;De 10 a 19;Educação;8
2011;De 10 a 19;Indústrias de transformação;71
2011;De 10 a 19;Informação e comunicação;12
2011;De 10 a 19;Outras atividades de serviços;13
2011;De 10 a 19;Saúde humana e serviços sociais;13
2011;De 10 a 19;Transporte, armazenagem e correio;18
2011;De 10 a 19;Água, esgoto, atividades de gestão de resíduos e descontaminação;4
2011;De 100 a 249;Alojamento e alimentação;2
2011;De 100 a 249;Atividades administrativas e serviços complementares;6
2011;De 100 a 249;Atividades financeiras, de seguros e serviços relacionados;2
2011;De 100 a 249;Atividades imobiliárias;1
2011;De 100 a 249;Atividades profissionais, científicas e técnicas;1
2011;De 100 a 249;"Comércio; reparação de veículos automotores e motocicletas";21
2011;De 100 a 249;Construção;7
2011;De 100 a 249;Educação;4
2011;De 100 a 249;Indústrias de transformação;37
2011;De 100 a 249;Informação e comunicação;5
2011;De 100 a 249;Outras atividades de serviços;2
2011;De 100 a 249;Saúde humana e serviços sociais;1
2011;De 100 a 249;Transporte, armazenagem e correio;5
2011;De 100 a 249;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2011;De 20 a 49;Administração pública, defesa e seguridade social;1
2011;De 20 a 49;Alojamento e alimentação;6
2011;De 20 a 49;Artes, cultura, esporte e recreação;3
2011;De 20 a 49;Atividades administrativas e serviços complementares;17
2011;De 20 a 49;Atividades financeiras, de seguros e serviços relacionados;9
2011;De 20 a 49;Atividades imobiliárias;2
2011;De 20 a 49;Atividades profissionais, científicas e técnicas;7
2011;De 20 a 49;"Comércio; reparação de veículos automotores e motocicletas";75
2011;De 20 a 49;Construção;12
2011;De 20 a 49;Educação;7
2011;De 20 a 49;Indústrias de transformação;59
2011;De 20 a 49;Informação e comunicação;4
2011;De 20 a 49;Outras atividades de serviços;9
2011;De 20 a 49;Saúde humana e serviços sociais;14
2011;De 20 a 49;Transporte, armazenagem e correio;16
2011;De 20 a 49;Água, esgoto, atividades de gestão de resíduos e descontaminação;3
2011;De 250 a 499;Administração pública, defesa e seguridade social;1
2011;De 250 a 499;Atividades administrativas e serviços complementares;4
2011;De 250 a 499;Atividades financeiras, de seguros e serviços relacionados;1
2011;De 250 a 499;Atividades profissionais, científicas e técnicas;1
2011;De 250 a 499;"Comércio; reparação de veículos automotores e motocicletas";6
2011;De 250 a 499;Construção;1
2011;De 250 a 499;Educação;1
2011;De 250 a 499;Indústrias de transformação;9
2011;De 250 a 499;Informação e comunicação;1
2011;De 250 a 499;Saúde humana e serviços sociais;2
2011;De 250 a 499;Transporte, armazenagem e correio;1
2011;De 250 a 499;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2011;De 5 a 9;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2011;De 5 a 9;Alojamento e alimentação;9
2011;De 5 a 9;Artes, cultura, esporte e recreação;5
2011;De 5 a 9;Atividades administrativas e serviços complementares;27
2011;De 5 a 9;Atividades financeiras, de seguros e serviços relacionados;11
2011;De 5 a 9;Atividades imobiliárias;3
2011;De 5 a 9;Atividades profissionais, científicas e técnicas;15
2011;De 5 a 9;"Comércio; reparação de veículos automotores e motocicletas";114
2011;De 5 a 9;Construção;19
2011;De 5 a 9;Educação;11
2011;De 5 a 9;Indústrias de transformação;81
2011;De 5 a 9;Informação e comunicação;14
2011;De 5 a 9;Outras atividades de serviços;16
2011;De 5 a 9;Saúde humana e serviços sociais;15
2011;De 5 a 9;Serviços domésticos;1
2011;De 5 a 9;Transporte, armazenagem e correio;18
2011;De 5 a 9;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2011;De 50 a 99;Administração pública, defesa e seguridade social;1
2011;De 50 a 99;Alojamento e alimentação;3
2011;De 50 a 99;Atividades administrativas e serviços complementares;12
2011;De 50 a 99;Atividades financeiras, de seguros e serviços relacionados;1
2011;De 50 a 99;Atividades imobiliárias;2
2011;De 50 a 99;Atividades profissionais, científicas e técnicas;3
2011;De 50 a 99;"Comércio; reparação de veículos automotores e motocicletas";37
2011;De 50 a 99;Construção;9
2011;De 50 a 99;Educação;6
2011;De 50 a 99;Indústrias de transformação;36
2011;De 50 a 99;Informação e comunicação;9
2011;De 50 a 99;Outras atividades de serviços;5
2011;De 50 a 99;Saúde humana e serviços sociais;5
2011;De 50 a 99;Transporte, armazenagem e correio;11
2011;De 500 a 999;Administração pública, defesa e seguridade social;1
2011;De 500 a 999;Atividades administrativas e serviços complementares;2
2011;De 500 a 999;Atividades financeiras, de seguros e serviços relacionados;1
2011;De 500 a 999;"Comércio; reparação de veículos automotores e motocicletas";7
2011;De 500 a 999;Construção;2
2011;De 500 a 999;Educação;1
2011;De 500 a 999;Indústrias de transformação;6
2011;De 500 a 999;Informação e comunicação;1
2011;Zero;Administração pública, defesa e seguridade social;5
2011;Zero;Agricultura, pecuária, produção florestal, pesca e aquicultura;11
2011;Zero;Alojamento e alimentação;11
2011;Zero;Artes, cultura, esporte e recreação;21
2011;Zero;Atividades administrativas e serviços complementares;45
2011;Zero;Atividades financeiras, de seguros e serviços relacionados;31
2011;Zero;Atividades imobiliárias;5
2011;Zero;Atividades profissionais, científicas e técnicas;38
2011;Zero;"Comércio; reparação de veículos automotores e motocicletas";184
2011;Zero;Construção;36
2011;Zero;Educação;21
2011;Zero;Eletricidade e gás;1
2011;Zero;Indústrias de transformação;167
2011;Zero;Indústrias extrativas;1
2011;Zero;Informação e comunicação;34
2011;Zero;Organismos internacionais e outras instituições extraterritoriais;1
2011;Zero;Outras atividades de serviços;27
2011;Zero;Saúde humana e serviços sociais;31
2011;Zero;Serviços domésticos;1
2011;Zero;Transporte, armazenagem e correio;40
2011;Zero;Água, esgoto, atividades de gestão de resíduos e descontaminação;10
2012;1000 ou mais;Administração pública, defesa e seguridade social;1
2012;1000 ou mais;Alojamento e alimentação;1
2012;1000 ou mais;Atividades administrativas e serviços complementares;4
2012;1000 ou mais;Atividades financeiras, de seguros e serviços relacionados;1
2012;1000 ou mais;"Comércio; reparação de veículos automotores e motocicletas";2
2012;1000 ou mais;Indústrias de transformação;1
2012;1000 ou mais;Informação e comunicação;2
2012;1000 ou mais;Transporte, armazenagem e correio;3
2012;Ate 4;Administração pública, defesa e seguridade social;1
2012;Ate 4;Agricultura, pecuária, produção florestal, pesca e aquicultura;2
2012;Ate 4;Alojamento e alimentação;10
2012;Ate 4;Artes, cultura, esporte e recreação;12
2012;Ate 4;Atividades administrativas e serviços complementares;30
2012;Ate 4;Atividades financeiras, de seguros e serviços relacionados;15
2012;Ate 4;Atividades imobiliárias;5
2012;Ate 4;Atividades profissionais, científicas e técnicas;23
2012;Ate 4;"Comércio; reparação de veículos automotores e motocicletas";140
2012;Ate 4;Construção;30
2012;Ate 4;Educação;14
2012;Ate 4;Indústrias de transformação;95
2012;Ate 4;Informação e comunicação;18
2012;Ate 4;Outras atividades de serviços;23
2012;Ate 4;Saúde humana e serviços sociais;25
2012;Ate 4;Serviços domésticos;1
2012;Ate 4;Transporte, armazenagem e correio;26
2012;Ate 4;Água, esgoto, atividades de gestão de resíduos e descontaminação;4
2012;De 10 a 19;Administração pública, defesa e seguridade social;1
2012;De 10 a 19;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2012;De 10 a 19;Alojamento e alimentação;8
2012;De 10 a 19;Artes, cultura, esporte e recreação;6
2012;De 10 a 19;Atividades administrativas e serviços complementares;20
2012;De 10 a 19;Atividades financeiras, de seguros e serviços relacionados;7
2012;De 10 a 19;Atividades imobiliárias;2
2012;De 10 a 19;Atividades profissionais, científicas e técnicas;11
2012;De 10 a 19;"Comércio; reparação de veículos automotores e motocicletas";89
2012;De 10 a 19;Construção;18
2012;De 10 a 19;Educação;11
2012;De 10 a 19;Indústrias de transformação;73
2012;De 10 a 19;Informação e comunicação;14
2012;De 10 a 19;Outras atividades de serviços;13
2012;De 10 a 19;Saúde humana e serviços sociais;11
2012;De 10 a 19;Transporte, armazenagem e correio;16
2012;De 10 a 19;Água, esgoto, atividades de gestão de resíduos e descontaminação;4
2012;De 100 a 249;Administração pública, defesa e seguridade social;1
2012;De 100 a 249;Alojamento e alimentação;3
2012;De 100 a 249;Atividades administrativas e serviços complementares;11
2012;De 100 a 249;Atividades financeiras, de seguros e serviços relacionados;2
2012;De 100 a 249;Atividades imobiliárias;1
2012;De 100 a 249;Atividades profissionais, científicas e técnicas;1
2012;De 100 a 249;"Comércio; reparação de veículos automotores e motocicletas";22
2012;De 100 a 249;Construção;8
2012;De 100 a 249;Educação;3
2012;De 100 a 249;Indústrias de transformação;34
2012;De 100 a 249;Informação e comunicação;3
2012;De 100 a 249;Outras atividades de serviços;3
2012;De 100 a 249;Transporte, armazenagem e correio;5
2012;De 100 a 249;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2012;De 20 a 49;Administração pública, defesa e seguridade social;1
2012;De 20 a 49;Alojamento e alimentação;5
2012;De 20 a 49;Artes, cultura, esporte e recreação;3
2012;De 20 a 49;Atividades administrativas e serviços complementares;16
2012;De 20 a 49;Atividades financeiras, de seguros e serviços relacionados;7
2012;De 20 a 49;Atividades imobiliárias;2
2012;De 20 a 49;Atividades profissionais, científicas e técnicas;6
2012;De 20 a 49;"Comércio; reparação de veículos automotores e motocicletas";73
2012;De 20 a 49;Construção;10
2012;De 20 a 49;Educação;7
2012;De 20 a 49;Indústrias de transformação;55
2012;De 20 a 49;Informação e comunicação;5
2012;De 20 a 49;Outras atividades de serviços;11
2012;De 20 a 49;Saúde humana e serviços sociais;14
2012;De 20 a 49;Transporte, armazenagem e correio;17
2012;De 20 a 49;Água, esgoto, atividades de gestão de resíduos e descontaminação;3
2012;De 250 a 499;Administração pública, defesa e seguridade social;1
2012;De 250 a 499;Atividades administrativas e serviços complementares;3
2012;De 250 a 499;Atividades financeiras, de seguros e serviços relacionados;1
2012;De 250 a 499;Atividades profissionais, científicas e técnicas;1
2012;De 250 a 499;"Comércio; reparação de veículos automotores e motocicletas";5
2012;De 250 a 499;Construção;1
2012;De 250 a 499;Educação;3
2012;De 250 a 499;Indústrias de transformação;9
2012;De 250 a 499;Indústrias extrativas;1
2012;De 250 a 499;Informação e comunicação;2
2012;De 250 a 499;Saúde humana e serviços sociais;3
2012;De 250 a 499;Transporte, armazenagem e correio;1
2012;De 250 a 499;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2012;De 5 a 9;Alojamento e alimentação;10
2012;De 5 a 9;Artes, cultura, esporte e recreação;3
2012;De 5 a 9;Atividades administrativas e serviços complementares;26
2012;De 5 a 9;Atividades financeiras, de seguros e serviços relacionados;10
2012;De 5 a 9;Atividades imobiliárias;4
2012;De 5 a 9;Atividades profissionais, científicas e técnicas;14
2012;De 5 a 9;"Comércio; reparação de veículos automotores e motocicletas";110
2012;De 5 a 9;Construção;20
2012;De 5 a 9;Educação;8
2012;De 5 a 9;Indústrias de transformação;84
2012;De 5 a 9;Indústrias extrativas;1
2012;De 5 a 9;Informação e comunicação;15
2012;De 5 a 9;Outras atividades de serviços;16
2012;De 5 a 9;Saúde humana e serviços sociais;16
2012;De 5 a 9;Transporte, armazenagem e correio;17
2012;De 5 a 9;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2012;De 50 a 99;Alojamento e alimentação;4
2012;De 50 a 99;Artes, cultura, esporte e recreação;1
2012;De 50 a 99;Atividades administrativas e serviços complementares;12
2012;De 50 a 99;Atividades financeiras, de seguros e serviços relacionados;3
2012;De 50 a 99;Atividades imobiliárias;2
2012;De 50 a 99;Atividades profissionais, científicas e técnicas;2
2012;De 50 a 99;"Comércio; reparação de veículos automotores e motocicletas";36
2012;De 50 a 99;Construção;6
2012;De 50 a 99;Educação;5
2012;De 50 a 99;Indústrias de transformação;36
2012;De 50 a 99;Informação e comunicação;10
2012;De 50 a 99;Organismos internacionais e outras instituições extraterritoriais;1
2012;De 50 a 99;Outras atividades de serviços;4
2012;De 50 a 99;Saúde humana e serviços sociais;6
2012;De 50 a 99;Transporte, armazenagem e correio;10
2012;De 50 a 99;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2012;De 500 a 999;Administração pública, defesa e seguridade social;1
2012;De 500 a 999;Atividades administrativas e serviços complementares;2
2012;De 500 a 999;Atividades financeiras, de seguros e serviços relacionados;1
2012;De 500 a 999;"Comércio; reparação de veículos automotores e motocicletas";6
2012;De 500 a 999;Construção;2
2012;De 500 a 999;Indústrias de transformação;5
2012;De 500 a 999;Informação e comunicação;1
2012;De 500 a 999;Transporte, armazenagem e correio;1
2012;Zero;Administração pública, defesa e seguridade social;5
2012;Zero;Agricultura, pecuária, produção florestal, pesca e aquicultura;9
2012;Zero;Alojamento e alimentação;11
2012;Zero;Artes, cultura, esporte e recreação;22
2012;Zero;Atividades administrativas e serviços complementares;44
2012;Zero;Atividades financeiras, de seguros e serviços relacionados;31
2012;Zero;Atividades imobiliárias;6
2012;Zero;Atividades profissionais, científicas e técnicas;36
2012;Zero;"Comércio; reparação de veículos automotores e motocicletas";180
2012;Zero;Construção;39
2012;Zero;Educação;20
2012;Zero;Eletricidade e gás;1
2012;Zero;Indústrias de transformação;166
2012;Zero;Indústrias extrativas;2
2012;Zero;Informação e comunicação;34
2012;Zero;Organismos internacionais e outras instituições extraterritoriais;1
2012;Zero;Outras atividades de serviços;26
2012;Zero;Saúde humana e serviços sociais;32
2012;Zero;Serviços domésticos;1
2012;Zero;Transporte, armazenagem e correio;37
2012;Zero;Água, esgoto, atividades de gestão de resíduos e descontaminação;8
2013;1000 ou mais;Administração pública, defesa e seguridade social;1
2013;1000 ou mais;Atividades administrativas e serviços complementares;3
2013;1000 ou mais;Atividades financeiras, de seguros e serviços relacionados;1
2013;1000 ou mais;"Comércio; reparação de veículos automotores e motocicletas";3
2013;1000 ou mais;Indústrias de transformação;1
2013;1000 ou mais;Informação e comunicação;2
2013;1000 ou mais;Transporte, armazenagem e correio;3
2013;Ate 4;Administração pública, defesa e seguridade social;1
2013;Ate 4;Agricultura, pecuária, produção florestal, pesca e aquicultura;4
2013;Ate 4;Alojamento e alimentação;10
2013;Ate 4;Artes, cultura, esporte e recreação;13
2013;Ate 4;Atividades administrativas e serviços complementares;35
2013;Ate 4;Atividades financeiras, de seguros e serviços relacionados;12
2013;Ate 4;Atividades imobiliárias;5
2013;Ate 4;Atividades profissionais, científicas e técnicas;23
2013;Ate 4;"Comércio; reparação de veículos automotores e motocicletas";137
2013;Ate 4;Construção;29
2013;Ate 4;Educação;13
2013;Ate 4;Eletricidade e gás;1
2013;Ate 4;Indústrias de transformação;96
2013;Ate 4;Informação e comunicação;20
2013;Ate 4;Outras atividades de serviços;22
2013;Ate 4;Saúde humana e serviços sociais;25
2013;Ate 4;Serviços domésticos;1
2013;Ate 4;Transporte, armazenagem e correio;23
2013;Ate 4;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2013;De 10 a 19;Administração pública, defesa e seguridade social;1
2013;De 10 a 19;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2013;De 10 a 19;Alojamento e alimentação;8
2013;De 10 a 19;Artes, cultura, esporte e recreação;4
2013;De 10 a 19;Atividades administrativas e serviços complementares;17
2013;De 10 a 19;Atividades financeiras, de seguros e serviços relacionados;8
2013;De 10 a 19;Atividades imobiliárias;2
2013;De 10 a 19;Atividades profissionais, científicas e técnicas;11
2013;De 10 a 19;"Comércio; reparação de veículos automotores e motocicletas";95
2013;De 10 a 19;Construção;15
2013;De 10 a 19;Educação;11
2013;De 10 a 19;Indústrias de transformação;61
2013;De 10 a 19;Informação e comunicação;13
2013;De 10 a 19;Outras atividades de serviços;12
2013;De 10 a 19;Saúde humana e serviços sociais;14
2013;De 10 a 19;Transporte, armazenagem e correio;16
2013;De 10 a 19;Água, esgoto, atividades de gestão de resíduos e descontaminação;3
2013;De 100 a 249;Administração pública, defesa e seguridade social;1
2013;De 100 a 249;Alojamento e alimentação;2
2013;De 100 a 249;Atividades administrativas e serviços complementares;8
2013;De 100 a 249;Atividades financeiras, de seguros e serviços relacionados;2
2013;De 100 a 249;Atividades imobiliárias;1
2013;De 100 a 249;Atividades profissionais, científicas e técnicas;1
