ano;mes;cnae_2_descricao_secao;saldo_movimentacao;salario_mensal
2017;1;Informação E Comunicação;30;868718.94
2017;8;Organismos Internacionais E Outras Instituições Extraterritoriais;2;2362.0
2008;1;Atividades Financeiras, De Seguros E Serviços Relacionados;24;458924.33999999997
2008;10;Artes, Cultura, Esporte E Recreação;5;10866.0
2011;12;Atividades Administrativas E Serviços Complementares;-5;1515053.21
2008;12;Atividades Financeiras, De Seguros E Serviços Relacionados;44;294167.53
2007;10;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-9;8201.0
2012;7;Indústrias Extrativas;43;110139.0
2007;12;Administração Pública, Defesa E Seguridade Social;-501;933131.0
2011;1;Artes, Cultura, Esporte E Recreação;6;28678.6
2017;4;Alojamento E Alimentação;72;597699.55
2010;6;Organismos Internacionais E Outras Instituições Extraterritoriais;24;43019.0
2015;10;Alojamento E Alimentação;49;702094.1000000001
2019;4;Administração Pública, Defesa E Seguridade Social;-265;463677.25
2017;10;Indústrias Extrativas;2;3178.0
2023;8;Alojamento E Alimentação;10;
2010;6;Transporte, Armazenagem E Correio;-4;781382.2
2014;11;Organismos Internacionais E Outras Instituições Extraterritoriais;1;7929.0
2016;3;"Comércio; Reparação De Veículos Automotores E Motocicletas";-755;5385099.4
2015;6;Organismos Internacionais E Outras Instituições Extraterritoriais;-1;9868.0
2019;10;Alojamento E Alimentação;67;863683.12
2019;10;Artes, Cultura, Esporte E Recreação;10;67500.0
2019;4;Alojamento E Alimentação;-25;748469.53
2010;1;Transporte, Armazenagem E Correio;-1;708525.08
2023;8;Educação;24;
2011;6;Atividades Administrativas E Serviços Complementares;47;1541966.12
2009;11;Informação E Comunicação;-13;452825.04
2008;7;Construção;-25;529877.9
2016;3;Educação;122;518438.24
2014;10;Outras Atividades De Serviços;15;233755.42
2018;10;Atividades Financeiras, De Seguros E Serviços Relacionados;75;828942.61
2014;4;Construção;17;1152077.4199999985
2013;5;Atividades Profissionais, Científicas E Técnicas;-12;221026.31
2015;1;Eletricidade E Gás;-6;13922.96
2011;11;Transporte, Armazenagem E Correio;32;1018254.41
2010;11;Administração Pública, Defesa E Seguridade Social;203;396490.07
2009;4;Atividades Administrativas E Serviços Complementares;-224;1273198.1199999996
2007;5;Atividades Financeiras, De Seguros E Serviços Relacionados;-13;251520.0
2014;3;Construção;44;1126302.79
2017;10;Educação;-3;339716.24
2016;9;Indústrias Extrativas;9;29299.0
2011;6;Atividades Profissionais, Científicas E Técnicas;-4;246694.28
2015;3;Atividades Financeiras, De Seguros E Serviços Relacionados;40;763685.79
2017;4;"Comércio; Reparação De Veículos Automotores E Motocicletas";-122;4219049.25
2014;7;Atividades Profissionais, Científicas E Técnicas;38;231608.36
2018;1;Educação;43;782096.65
2016;3;Administração Pública, Defesa E Seguridade Social;17;992412.08
2017;2;Organismos Internacionais E Outras Instituições Extraterritoriais;1;1136.0
2017;7;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;0;59368.85
2014;3;Transporte, Armazenagem E Correio;115;1279159.17
2010;6;Saúde Humana E Serviços Sociais;31;180109.45
2018;10;Transporte, Armazenagem E Correio;111;1111103.62
2014;4;Atividades Imobiliárias;13;62409.5
2019;7;Artes, Cultura, Esporte E Recreação;21;101747.0
2011;5;Atividades Profissionais, Científicas E Técnicas;2;226027.98
2018;1;Alojamento E Alimentação;2;734663.91
2017;1;Atividades Financeiras, De Seguros E Serviços Relacionados;-118;872407.24
2019;3;Educação;125;525880.9800000001
2009;3;Alojamento E Alimentação;-65;579063.71
2009;3;Informação E Comunicação;-10;302011.96
2009;7;Organismos Internacionais E Outras Instituições Extraterritoriais;2;2354.0
2009;2;"Comércio; Reparação De Veículos Automotores E Motocicletas";2;1879400.11
2011;6;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;6;19084.0
2012;4;Alojamento E Alimentação;-23;1181627.6
2013;9;Outras Atividades De Serviços;-19;252006.73
2011;10;Artes, Cultura, Esporte E Recreação;-1;23762.0
2017;7;Indústrias De Transformação;3;1320815.39
2019;5;Informação E Comunicação;-329;1225563.41
2014;6;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;6;64216.0
2014;11;Informação E Comunicação;126;850603.43
2012;3;"Comércio; Reparação De Veículos Automotores E Motocicletas";39;4407046.08
2017;1;Alojamento E Alimentação;-29;736129.52
2015;2;Transporte, Armazenagem E Correio;94;1326800.0999999999
2013;5;Artes, Cultura, Esporte E Recreação;1;27475.0
2013;6;Saúde Humana E Serviços Sociais;-5;403028.45
2008;12;Alojamento E Alimentação;-44;647636.0
2023;8;Administração Pública, Defesa E Seguridade Social;3;
2018;1;Administração Pública, Defesa E Seguridade Social;-181;256460.11
2009;2;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;3;34574.0
2019;12;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-2;2280.0
2015;3;"Comércio; Reparação De Veículos Automotores E Motocicletas";277;5831651.95
2007;12;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;0;5790.0
2017;10;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;3;6456.0
2008;5;Informação E Comunicação;-30;280757.0
2016;3;Atividades Administrativas E Serviços Complementares;-234;2280077.92
2009;2;Informação E Comunicação;79;288324.26
2016;11;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;29;38500.0
2019;10;Indústrias De Transformação;4;1418653.25
2009;6;Atividades Imobiliárias;-3;8939.0
2008;10;Atividades Imobiliárias;-3;10622.0
2014;3;Educação;90;473291.96
2019;8;"Comércio; Reparação De Veículos Automotores E Motocicletas";-5;5465394.54
2019;8;Artes, Cultura, Esporte E Recreação;-7;80617.27
2011;5;Saúde Humana E Serviços Sociais;24;316258.35
2008;12;Educação;-306;568780.73
2010;3;Serviços Domésticos;3;2521.5
2013;3;Indústrias Extrativas;6;57366.0
2012;3;Educação;242;423764.55
2013;9;Transporte, Armazenagem E Correio;-12;1511911.07
2015;2;Atividades Administrativas E Serviços Complementares;77;2162615.33
2008;6;Atividades Imobiliárias;3;27863.0
2018;6;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-6;73083.0
2019;8;Educação;119;684085.84
2013;6;Educação;-67;513198.15
2008;5;Educação;50;173316.0
2012;9;"Comércio; Reparação De Veículos Automotores E Motocicletas";-104;3599675.77
2018;2;Informação E Comunicação;71;918057.0
2018;2;Atividades Profissionais, Científicas E Técnicas;67;977883.01
2013;9;Artes, Cultura, Esporte E Recreação;4;24433.0
2013;2;"Comércio; Reparação De Veículos Automotores E Motocicletas";82;3686690.89
2015;5;Saúde Humana E Serviços Sociais;-78;320413.0499999998
2018;8;Outras Atividades De Serviços;12;231172.0
2018;8;Saúde Humana E Serviços Sociais;52;909627.0
2009;7;Indústrias De Transformação;-615;2584530.89
2010;2;Indústrias De Transformação;267;1691104.25
2013;6;Indústrias De Transformação;-121;2226204.27
2014;11;Atividades Financeiras, De Seguros E Serviços Relacionados;-34;813928.14
2011;1;Indústrias De Transformação;157;2055502.33
2019;4;Atividades Imobiliárias;1;45776.0
2019;5;"Comércio; Reparação De Veículos Automotores E Motocicletas";140;6051756.03
2010;12;Saúde Humana E Serviços Sociais;-6;224576.43
2010;12;Outras Atividades De Serviços;-108;241118.11
2011;8;Informação E Comunicação;-90;570939.18
2015;7;Artes, Cultura, Esporte E Recreação;33;65435.71
2017;6;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;5;43296.0
2010;4;Artes, Cultura, Esporte E Recreação;2;28231.22
2016;3;Transporte, Armazenagem E Correio;5;1116235.75
2019;2;Artes, Cultura, Esporte E Recreação;18;71520.0
2010;6;Artes, Cultura, Esporte E Recreação;10;28759.0
2016;11;Indústrias De Transformação;-158;1101849.57
2019;5;Outras Atividades De Serviços;-20;233673.04
2007;5;Indústrias De Transformação;134;1374319.0
2014;7;Atividades Financeiras, De Seguros E Serviços Relacionados;4;628400.24
2008;12;Atividades Administrativas E Serviços Complementares;-324;945562.33
2010;9;Administração Pública, Defesa E Seguridade Social;280;681290.81
2018;1;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;4;51521.85
2013;2;Saúde Humana E Serviços Sociais;-12;359796.56
2007;11;Saúde Humana E Serviços Sociais;11;76131.0
2009;6;Atividades Profissionais, Científicas E Técnicas;0;101360.0
2018;8;Informação E Comunicação;56;987359.0
2010;4;Transporte, Armazenagem E Correio;230;776026.74
2008;7;Artes, Cultura, Esporte E Recreação;-10;23870.42
2007;12;Transporte, Armazenagem E Correio;45;502403.0
2018;2;Outras Atividades De Serviços;-6;170827.43
2012;3;Artes, Cultura, Esporte E Recreação;-3;42279.7
2018;10;Saúde Humana E Serviços Sociais;68;721963.74
2015;4;"Comércio; Reparação De Veículos Automotores E Motocicletas";-178;5590518.09
2017;8;Atividades Imobiliárias;-6;36613.0
2019;10;Transporte, Armazenagem E Correio;140;1264351.22
2008;1;Artes, Cultura, Esporte E Recreação;-1;19803.379999999997
2018;6;Construção;88;1222473.58
2014;7;Artes, Cultura, Esporte E Recreação;33;71909.75
2019;11;Atividades Profissionais, Científicas E Técnicas;50;1515391.02
2011;11;Atividades Profissionais, Científicas E Técnicas;25;256202.0
2007;9;Educação;45;180728.0
2015;3;Outras Atividades De Serviços;11;184469.24
2015;5;Educação;6;445612.50999999995
2015;10;Atividades Administrativas E Serviços Complementares;-172;2044532.5200000042
2013;1;Informação E Comunicação;-16;862781.76
2009;7;Outras Atividades De Serviços;-6;137369.65
2019;11;Educação;-41;455773.03
2007;1;Administração Pública, Defesa E Seguridade Social;135;241011.0
2017;8;Transporte, Armazenagem E Correio;46;1412188.53
2013;2;Indústrias Extrativas;-15;34026.0
2010;11;"Comércio; Reparação De Veículos Automotores E Motocicletas";827;3295901.97
2017;4;Outras Atividades De Serviços;14;170687.18
2017;7;"Comércio; Reparação De Veículos Automotores E Motocicletas";119;4227716.78
2008;12;Atividades Profissionais, Científicas E Técnicas;-1;105428.11
2009;11;Artes, Cultura, Esporte E Recreação;3;14725.0
2017;1;Atividades Administrativas E Serviços Complementares;12;1746206.34
2007;12;"Comércio; Reparação De Veículos Automotores E Motocicletas";11;1189392.0
2023;7;Administração Pública, Defesa E Seguridade Social;1;7625.0
2009;2;Saúde Humana E Serviços Sociais;51;152476.04
2016;2;Administração Pública, Defesa E Seguridade Social;-62;327841.0
2011;6;Alojamento E Alimentação;2;950437.1
2013;8;Informação E Comunicação;-14;857742.81
2012;7;Construção;108;1143886.5299999975
2018;4;Atividades Profissionais, Científicas E Técnicas;68;1118482.34
2019;7;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-5;21131.0
2015;10;Atividades Imobiliárias;-12;33500.0
2008;7;Atividades Profissionais, Científicas E Técnicas;17;104466.0
2013;12;Outras Atividades De Serviços;-75;207729.79
2007;5;Alojamento E Alimentação;113;450483.0
2019;8;Atividades Financeiras, De Seguros E Serviços Relacionados;101;1083461.0
2010;9;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-3;24935.0
2009;2;Educação;241;432329.5
2008;2;Transporte, Armazenagem E Correio;135;597466.44
2008;2;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-7;827.11
2019;3;Administração Pública, Defesa E Seguridade Social;-149;191191.72000000006
2018;11;Administração Pública, Defesa E Seguridade Social;9;93600.53000000001
2015;2;Educação;136;783399.0
2009;9;Administração Pública, Defesa E Seguridade Social;189;485121.01
2011;1;Transporte, Armazenagem E Correio;24;879295.95
2013;8;"Comércio; Reparação De Veículos Automotores E Motocicletas";249;3851318.59
2015;7;"Comércio; Reparação De Veículos Automotores E Motocicletas";-34;4589826.76
2011;5;Indústrias De Transformação;-2;2368850.1
2008;12;Atividades Imobiliárias;-9;11618.0
2015;6;Indústrias Extrativas;-8;33795.0
2016;11;Transporte, Armazenagem E Correio;30;1297651.76
2017;10;Outras Atividades De Serviços;7;110051.0
2012;3;Outras Atividades De Serviços;-47;331443.0
2010;11;Alojamento E Alimentação;-26;848300.5
2015;2;"Comércio; Reparação De Veículos Automotores E Motocicletas";-28;4775759.900000012
2011;10;Construção;247;919783.7699999985
2017;10;Atividades Financeiras, De Seguros E Serviços Relacionados;-494;4698061.94
2013;2;Outras Atividades De Serviços;118;210216.21
2011;10;Informação E Comunicação;134;708764.23
2015;4;Atividades Imobiliárias;5;28012.0
2012;11;Transporte, Armazenagem E Correio;110;1131056.43
2011;8;Transporte, Armazenagem E Correio;117;1085538.29
2011;12;Saúde Humana E Serviços Sociais;-5;300757.4
2007;9;;234;28600.400000000023
2018;3;Indústrias Extrativas;6;27703.0
2016;11;Construção;-145;895471.58
2016;4;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;13;103238.0
2018;4;Administração Pública, Defesa E Seguridade Social;-226;784236.82
2010;1;Educação;-189;204811.74
2010;5;Administração Pública, Defesa E Seguridade Social;400;1399549.44
2014;4;Atividades Administrativas E Serviços Complementares;254;2060880.119999995
2012;7;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-1;54126.0
2012;11;Atividades Imobiliárias;14;32414.78
2007;12;Saúde Humana E Serviços Sociais;-31;98489.0
2011;5;Educação;-7;239030.72
2011;5;Artes, Cultura, Esporte E Recreação;0;29715.0
2008;12;Informação E Comunicação;14;245000.0
2012;3;Indústrias De Transformação;-131;2754872.79
2014;4;Indústrias De Transformação;72;2403411.8599999994
2014;12;Eletricidade E Gás;-1;10170.0
2009;4;Saúde Humana E Serviços Sociais;22;152484.05
2017;10;"Comércio; Reparação De Veículos Automotores E Motocicletas";292;4973483.95
2008;3;Atividades Imobiliárias;7;13448.0
2016;3;Atividades Imobiliárias;-2;56671.0
2011;6;Transporte, Armazenagem E Correio;61;1138392.2
2011;6;Saúde Humana E Serviços Sociais;43;326772.12
2017;1;Administração Pública, Defesa E Seguridade Social;-2393;343613.47000000085
2019;3;Saúde Humana E Serviços Sociais;6;599995.8399999999
2018;11;Construção;-135;1110307.2600000042
2015;10;Artes, Cultura, Esporte E Recreação;-13;48200.88
2017;4;Informação E Comunicação;-89;1056546.9
2009;3;"Comércio; Reparação De Veículos Automotores E Motocicletas";-93;2229156.93
2015;7;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-6;107271.0
2015;7;Atividades Imobiliárias;2;53638.0
2009;9;Artes, Cultura, Esporte E Recreação;15;26569.0
2008;5;Administração Pública, Defesa E Seguridade Social;133;977434.36
2010;10;Atividades Administrativas E Serviços Complementares;219;1297432.5
2007;11;Atividades Profissionais, Científicas E Técnicas;24;106279.0
2014;4;Atividades Profissionais, Científicas E Técnicas;10;307970.66000000003
2008;10;"Comércio; Reparação De Veículos Automotores E Motocicletas";148;2301384.929999999
2018;8;Alojamento E Alimentação;155;755501.7999999998
2009;3;Atividades Financeiras, De Seguros E Serviços Relacionados;-29;541717.34
2019;4;"Comércio; Reparação De Veículos Automotores E Motocicletas";139;5750487.92
2007;5;Outras Atividades De Serviços;27;123609.0
2013;5;Informação E Comunicação;51;993140.08
2013;6;Outras Atividades De Serviços;-17;300992.49
2017;10;Transporte, Armazenagem E Correio;10;857144.12
2008;12;Saúde Humana E Serviços Sociais;13;150542.57
2008;12;Transporte, Armazenagem E Correio;26;561018.83
2011;6;Artes, Cultura, Esporte E Recreação;27;26078.3
2015;2;Atividades Imobiliárias;1;59146.0
2018;4;Construção;-7;1198399.93
2009;4;Construção;105;437612.4000000006
2007;5;"Comércio; Reparação De Veículos Automotores E Motocicletas";121;1582660.0
2009;9;Outras Atividades De Serviços;0;191696.3
2010;6;Indústrias De Transformação;176;1767769.29
2012;12;Atividades Profissionais, Científicas E Técnicas;-22;138979.64
2007;9;Artes, Cultura, Esporte E Recreação;-4;5304.0
2009;5;Atividades Financeiras, De Seguros E Serviços Relacionados;-22;235734.7
2009;3;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;0;24393.0
2011;11;Indústrias De Transformação;-440;1995552.07
2012;4;Transporte, Armazenagem E Correio;68;894717.17
2013;5;Saúde Humana E Serviços Sociais;-29;371543.8
2013;5;Outras Atividades De Serviços;-14;285739.34
2012;4;Outras Atividades De Serviços;-19;155250.43
2007;9;Alojamento E Alimentação;49;483642.0
2013;8;Atividades Financeiras, De Seguros E Serviços Relacionados;-35;829647.74
2008;10;Alojamento E Alimentação;140;765466.6499999999
2008;6;Atividades Financeiras, De Seguros E Serviços Relacionados;40;463722.0
2019;5;Alojamento E Alimentação;23;821211.61
2008;7;Atividades Administrativas E Serviços Complementares;109;1356442.88
2007;12;Alojamento E Alimentação;106;489349.0
2012;9;Indústrias De Transformação;10;2553382.28
2013;8;Atividades Imobiliárias;4;47964.0
2018;11;Transporte, Armazenagem E Correio;46;1189903.55
2008;6;Administração Pública, Defesa E Seguridade Social;845;616840.0
2015;9;Indústrias Extrativas;0;14361.0
2010;10;Indústrias De Transformação;326;2048833.21
2011;6;Serviços Domésticos;0;1199.0
2013;2;Atividades Imobiliárias;-2;50655.89
2011;10;Educação;68;224216.80000000002
2013;1;Transporte, Armazenagem E Correio;-214;1303761.5500000003
2008;7;Indústrias De Transformação;81;1490940.45
2012;9;Transporte, Armazenagem E Correio;-214;1387250.46
2012;4;Atividades Profissionais, Científicas E Técnicas;22;304497.59
2017;8;Indústrias De Transformação;-158;1280216.12
2013;2;Educação;178;503373.02
2018;11;Alojamento E Alimentação;49;740542.44
2007;12;Informação E Comunicação;2;240241.0
2018;1;Outras Atividades De Serviços;59;305748.59
2014;11;Transporte, Armazenagem E Correio;-35;1315851.23
2017;1;Atividades Imobiliárias;4;37716.96
2019;10;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;16541.0
2015;2;Outras Atividades De Serviços;-27;264186.26
2012;7;Indústrias De Transformação;-59;2185095.89
2017;7;Construção;75;904064.06
2013;12;Alojamento E Alimentação;-178;1208473.47
2011;9;Saúde Humana E Serviços Sociais;-16;420590.81
2016;6;Atividades Imobiliárias;-11;37807.9
2012;4;Informação E Comunicação;-33;865375.76
2012;7;"Comércio; Reparação De Veículos Automotores E Motocicletas";92;4157048.510000007
2008;8;Outras Atividades De Serviços;17;107273.30000000002
2013;12;Indústrias De Transformação;-248;1784961.27
2012;11;Educação;62;268771.18
2009;9;Construção;67;535328.96
2018;6;Administração Pública, Defesa E Seguridade Social;-431;844128.0
2008;2;Construção;194;374619.67
2014;10;Atividades Financeiras, De Seguros E Serviços Relacionados;-46;828126.0
2015;4;Transporte, Armazenagem E Correio;115;1443260.27
2017;5;Alojamento E Alimentação;42;600237.32
2015;7;Atividades Profissionais, Científicas E Técnicas;34;415604.94
2008;3;Atividades Financeiras, De Seguros E Serviços Relacionados;-1;560010.0
2018;1;Transporte, Armazenagem E Correio;-37;859200.75
2018;2;Artes, Cultura, Esporte E Recreação;3;76483.0
2011;1;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;4;37115.0
2018;10;"Comércio; Reparação De Veículos Automotores E Motocicletas";234;5559060.69
2013;8;Indústrias De Transformação;-272;2546302.4
2019;10;Informação E Comunicação;329;1875973.0
2014;4;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-3;66963.0
2019;5;Indústrias De Transformação;-861;1468516.92
2015;7;Transporte, Armazenagem E Correio;-112;1444766.94
2007;6;;138;9232.950000000003
2009;2;Indústrias De Transformação;-569;1511440.75
2008;2;Educação;156;403331.56
2012;10;Transporte, Armazenagem E Correio;6;1123145.79
2012;4;Indústrias De Transformação;-56;2589468.01
2015;4;Artes, Cultura, Esporte E Recreação;6;47725.25
2015;3;Educação;85;692326.8
2009;6;Informação E Comunicação;13;254472.03000000003
2008;10;Outras Atividades De Serviços;-33;121793.0
2012;7;Transporte, Armazenagem E Correio;182;1050726.8599999994
2017;4;Saúde Humana E Serviços Sociais;30;377525.07
2019;5;Transporte, Armazenagem E Correio;-149;1946353.07
2019;11;Informação E Comunicação;-171;1250802.7
2011;5;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;10;52341.0
2007;8;Artes, Cultura, Esporte E Recreação;8;21754.0
2008;10;Transporte, Armazenagem E Correio;97;856758.2300000001
2019;5;Saúde Humana E Serviços Sociais;-95;827979.31
2013;5;Indústrias De Transformação;5;2201693.97
2008;12;Outras Atividades De Serviços;1;69404.0
2009;6;Alojamento E Alimentação;182;649387.47
2009;7;Saúde Humana E Serviços Sociais;40;161839.63
2011;8;Indústrias De Transformação;-45;2307381.49
2017;10;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;0;47180.0
2013;10;Organismos Internacionais E Outras Instituições Extraterritoriais;-3;18640.0
2009;4;Artes, Cultura, Esporte E Recreação;-5;55900.0
2008;2;Indústrias De Transformação;203;1362634.12
2007;9;Atividades Profissionais, Científicas E Técnicas;12;34412.0
2007;11;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;2;6818.0
2019;5;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;8;98896.0
2013;6;Transporte, Armazenagem E Correio;-75;1553396.88
2016;3;Construção;-116;1103958.62
2016;11;Alojamento E Alimentação;-23;575492.79
2011;10;"Comércio; Reparação De Veículos Automotores E Motocicletas";133;4026734.4000000036
2008;5;Artes, Cultura, Esporte E Recreação;2;60090.0
2009;8;Artes, Cultura, Esporte E Recreação;5;11135.8
2013;4;Indústrias Extrativas;21;60552.0
2018;2;Indústrias De Transformação;39;1382142.94
2018;2;Construção;-75;770014.47
2014;11;Alojamento E Alimentação;63;597559.02
2016;3;Alojamento E Alimentação;-107;715694.86
2016;3;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;6;102033.0
2017;5;Atividades Imobiliárias;3;40971.0
2019;7;Indústrias De Transformação;25;1410649.0
2010;12;Atividades Imobiliárias;3;16777.36
2013;6;Atividades Financeiras, De Seguros E Serviços Relacionados;45;534329.22
2011;9;Alojamento E Alimentação;32;991110.13
2012;4;Construção;363;928289.7899999999
2017;5;Indústrias De Transformação;-134;1552177.85
2018;4;Alojamento E Alimentação;6;667630.22
2018;8;Atividades Administrativas E Serviços Complementares;-276;2187633.0200000005
2019;8;Transporte, Armazenagem E Correio;91;1526945.82
2016;8;Organismos Internacionais E Outras Instituições Extraterritoriais;1;3844.0
2017;12;Outras Atividades De Serviços;-82;296897.0
2012;12;Outras Atividades De Serviços;-23;167608.44
2010;10;Construção;128;670570.72
2019;7;Transporte, Armazenagem E Correio;-43;1303377.52
2010;12;Artes, Cultura, Esporte E Recreação;-2;21418.0
2010;2;Atividades Financeiras, De Seguros E Serviços Relacionados;19;361902.0
2008;12;"Comércio; Reparação De Veículos Automotores E Motocicletas";-177;1825416.22
2017;12;Atividades Profissionais, Científicas E Técnicas;269;821331.95
2015;1;Administração Pública, Defesa E Seguridade Social;-600;739001.74
2008;6;Atividades Administrativas E Serviços Complementares;113;1117516.27
2008;6;Saúde Humana E Serviços Sociais;4;149245.63
2012;10;Atividades Administrativas E Serviços Complementares;24;1815874.4
2012;3;Atividades Financeiras, De Seguros E Serviços Relacionados;34;624734.47
2010;10;Atividades Imobiliárias;-3;20907.0
2017;8;Atividades Financeiras, De Seguros E Serviços Relacionados;-267;3004526.0
2016;11;Indústrias Extrativas;-22;43352.45
2009;7;Educação;7;195609.0
2014;10;Atividades Administrativas E Serviços Complementares;30;2468066.79
2013;9;Saúde Humana E Serviços Sociais;76;409207.44
2014;7;Atividades Imobiliárias;-3;59848.5
2011;12;Informação E Comunicação;8;492351.1
2017;1;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-2;3233.34
2010;1;Saúde Humana E Serviços Sociais;-6;166737.12
2014;11;Serviços Domésticos;2;1850.0
2014;10;"Comércio; Reparação De Veículos Automotores E Motocicletas";437;6344433.44
2015;2;Alojamento E Alimentação;-34;623220.2199999995
2018;8;Transporte, Armazenagem E Correio;100;1403546.6999999997
2014;7;Saúde Humana E Serviços Sociais;51;410438.54
2016;3;Artes, Cultura, Esporte E Recreação;3;50660.05
2012;3;Atividades Profissionais, Científicas E Técnicas;6;282706.77
2016;11;"Comércio; Reparação De Veículos Automotores E Motocicletas";743;5070122.65
2017;5;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-2;65976.88
2018;8;Atividades Financeiras, De Seguros E Serviços Relacionados;51;780245.83
2009;7;Atividades Profissionais, Científicas E Técnicas;17;84189.0
2010;10;Informação E Comunicação;192;622819.76
2014;5;Saúde Humana E Serviços Sociais;-51;481407.73
2014;4;Administração Pública, Defesa E Seguridade Social;-130;1261164.5599999991
2015;5;Transporte, Armazenagem E Correio;-108;1452951.3
2013;1;Artes, Cultura, Esporte E Recreação;6;28768.0
2012;10;Informação E Comunicação;-122;611961.5
2012;3;Alojamento E Alimentação;115;1177436.01
2017;1;Atividades Profissionais, Científicas E Técnicas;-17;661366.0
2011;10;Atividades Administrativas E Serviços Complementares;353;1875271.0599999959
2017;4;Administração Pública, Defesa E Seguridade Social;325;1731972.57
2010;12;Construção;-7;583886.19
2009;7;Atividades Financeiras, De Seguros E Serviços Relacionados;-24;266229.93
2017;10;Administração Pública, Defesa E Seguridade Social;-331;634067.2
2014;11;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;10;90390.0
2015;5;Atividades Profissionais, Científicas E Técnicas;73;448561.17999999964
2010;1;Atividades Financeiras, De Seguros E Serviços Relacionados;29;489682.55
2013;6;Atividades Profissionais, Científicas E Técnicas;12;285659.24
2009;4;Atividades Imobiliárias;3;17060.0
2010;6;Outras Atividades De Serviços;18;150871.77
2007;9;Transporte, Armazenagem E Correio;175;599677.0
2016;11;Outras Atividades De Serviços;1;132804.0
2018;4;Informação E Comunicação;27;1142733.93
2019;4;Transporte, Armazenagem E Correio;3;1210027.17
2008;2;Outras Atividades De Serviços;46;122278.86
2008;8;Construção;48;467472.97000000015
2015;10;Informação E Comunicação;-816;1855580.5000000023
2014;7;Construção;85;1328874.3
2023;8;Atividades Financeiras, De Seguros E Serviços Relacionados;-50;
2017;8;Artes, Cultura, Esporte E Recreação;1;54174.61
2015;3;Alojamento E Alimentação;-118;729713.32
2015;10;Outras Atividades De Serviços;12;149089.46
2010;12;Alojamento E Alimentação;134;870876.7
2010;1;Atividades Imobiliárias;7;23863.73
2008;3;Administração Pública, Defesa E Seguridade Social;30;1160919.25
2014;5;"Comércio; Reparação De Veículos Automotores E Motocicletas";-221;5190179.76
2016;11;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;8;58323.0
2019;7;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;19;67540.0
2015;10;Educação;-36;392628.19000000006
2010;4;Atividades Profissionais, Científicas E Técnicas;40;146825.51
2009;3;Transporte, Armazenagem E Correio;79;570827.02
2019;8;Alojamento E Alimentação;-20;892544.24
2013;6;Alojamento E Alimentação;74;1410612.69
2009;9;Atividades Imobiliárias;-5;17320.0
2016;9;Eletricidade E Gás;-1;8675.0
2018;9;Atividades Imobiliárias;4;63323.0
2010;6;Atividades Imobiliárias;2;20505.0
2008;6;Alojamento E Alimentação;254;887659.64
2012;5;Atividades Financeiras, De Seguros E Serviços Relacionados;12;450463.7
2016;3;Indústrias Extrativas;3;22446.0
2013;8;Administração Pública, Defesa E Seguridade Social;107;1431437.09
2014;5;Outras Atividades De Serviços;-7;290378.7
2017;10;Indústrias De Transformação;-28;1207406.12
2018;3;Atividades Imobiliárias;8;38089.0
2011;1;Atividades Profissionais, Científicas E Técnicas;-3;234846.04
2011;10;Atividades Financeiras, De Seguros E Serviços Relacionados;57;446932.73
2012;7;Educação;71;306261.76
2015;7;Administração Pública, Defesa E Seguridade Social;-437;2197485.24
2009;9;Alojamento E Alimentação;45;727594.26
2011;9;Informação E Comunicação;70;768062.47
2007;11;;255;36131.44
