ano;mes;cnae_2_descricao_secao;saldo_movimentacao;salario_mensal
2023;8;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;2;
2008;2;"Comércio; Reparação De Veículos Automotores E Motocicletas";115;1792806.49
2012;5;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-8;68461.0
2019;10;Educação;-12;370375.57
2019;3;Construção;166;1279217.0599999994
2009;4;Atividades Profissionais, Científicas E Técnicas;18;99041.0
2013;12;Indústrias Extrativas;-9;16930.0
2014;7;Serviços Domésticos;1;810.0
2009;2;Atividades Financeiras, De Seguros E Serviços Relacionados;157;442438.27
2017;8;Atividades Profissionais, Científicas E Técnicas;76;850037.93
2013;2;Atividades Profissionais, Científicas E Técnicas;21;243500.13
2009;8;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-1;2150.0
2009;11;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;1442.0
2008;1;Alojamento E Alimentação;107;516840.3
2019;7;Construção;191;1356464.49
2018;4;Indústrias De Transformação;105;1605245.29
2018;4;Indústrias Extrativas;1;9703.0
2015;4;Atividades Financeiras, De Seguros E Serviços Relacionados;-76;796185.75
2007;12;Atividades Profissionais, Científicas E Técnicas;7;43034.0
2017;10;Alojamento E Alimentação;3;607613.44
2008;5;Alojamento E Alimentação;140;642096.46
2015;5;Artes, Cultura, Esporte E Recreação;-17;71562.19
2017;4;Indústrias De Transformação;-46;1440872.85
2019;5;Construção;79;1298121.22
2010;12;Atividades Profissionais, Científicas E Técnicas;-42;170715.97
2010;2;Administração Pública, Defesa E Seguridade Social;161;428933.0
2012;10;Saúde Humana E Serviços Sociais;-3;330999.31
2014;4;"Comércio; Reparação De Veículos Automotores E Motocicletas";32;5331360.699999997
2007;5;Informação E Comunicação;29;269409.0
2012;11;"Comércio; Reparação De Veículos Automotores E Motocicletas";749;4187755.86
2012;11;Saúde Humana E Serviços Sociais;-7;321698.94
2008;5;Construção;76;447502.99
2012;12;Construção;-130;737797.48
2016;2;Indústrias Extrativas;24;68641.0
2011;11;Construção;150;1000370.1799999999
2011;11;Informação E Comunicação;75;543210.74
2017;1;Outras Atividades De Serviços;37;223554.56
2019;10;Saúde Humana E Serviços Sociais;0;583846.0
2018;11;Atividades Administrativas E Serviços Complementares;216;1937620.0599999998
2019;11;Atividades Imobiliárias;-4;36174.0
2013;6;Indústrias Extrativas;0;51433.0
2011;1;Atividades Imobiliárias;-11;32605.0
2011;6;Informação E Comunicação;54;512091.12
2015;10;Saúde Humana E Serviços Sociais;-52;357553.26
2010;4;Indústrias De Transformação;113;1816011.1800000002
2019;11;Artes, Cultura, Esporte E Recreação;2;57294.0
2009;2;Atividades Profissionais, Científicas E Técnicas;34;82051.45
2014;10;Atividades Profissionais, Científicas E Técnicas;-10;273882.31
2019;8;Informação E Comunicação;-150;1046926.97
2019;11;Transporte, Armazenagem E Correio;128;1486430.98
2008;2;Atividades Profissionais, Científicas E Técnicas;-8;88878.19
2012;5;Saúde Humana E Serviços Sociais;-6;236010.02
2014;5;Indústrias De Transformação;-91;2114850.84
2017;5;Artes, Cultura, Esporte E Recreação;6;66372.0
2008;1;Atividades Profissionais, Científicas E Técnicas;-7;61288.64
2023;8;"Comércio; Reparação De Veículos Automotores E Motocicletas";244;
2019;3;Alojamento E Alimentação;32;853775.95
2009;4;Indústrias De Transformação;-214;1313126.3999999997
2010;4;Educação;18;175722.83000000002
2012;11;Construção;172;1210345.58
2011;9;Outras Atividades De Serviços;47;177553.88
2010;6;Educação;-64;309496.4
2008;1;Informação E Comunicação;29;234434.83000000002
2013;12;Atividades Administrativas E Serviços Complementares;105;1486837.3
2018;6;Alojamento E Alimentação;104;638898.2
2014;7;Indústrias De Transformação;-92;1897830.4
2012;9;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-3;57535.0
2017;6;Administração Pública, Defesa E Seguridade Social;74;1222853.4
2014;1;Indústrias Extrativas;-12;27784.0
2008;6;Construção;9;396545.04
2017;1;"Comércio; Reparação De Veículos Automotores E Motocicletas";-502;5232313.42
2019;10;Atividades Administrativas E Serviços Complementares;67;3257069.82
2009;6;Construção;189;742685.8899999998
2019;3;"Comércio; Reparação De Veículos Automotores E Motocicletas";-249;4987529.100000001
2012;7;Outras Atividades De Serviços;48;170106.19
2018;9;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;3;6570.0
2008;10;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-140;6603.180000000004
2018;4;Artes, Cultura, Esporte E Recreação;-29;157954.0
2012;6;Administração Pública, Defesa E Seguridade Social;67;1206989.21
2007;9;Administração Pública, Defesa E Seguridade Social;329;645889.0
2017;5;Atividades Administrativas E Serviços Complementares;44;1797334.78
2017;5;Educação;13;391157.28
2019;7;Atividades Imobiliárias;1;39828.0
2017;4;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;3;23465.0
2019;4;Outras Atividades De Serviços;-27;290535.0
2011;8;"Comércio; Reparação De Veículos Automotores E Motocicletas";31;3710686.31
2017;10;Construção;-14;754287.28
2012;9;Informação E Comunicação;-161;724721.69
2008;6;Transporte, Armazenagem E Correio;47;636806.36
2007;12;Atividades Administrativas E Serviços Complementares;-8;786704.0
2011;9;"Comércio; Reparação De Veículos Automotores E Motocicletas";-93;3564399.41
2007;8;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-46;37985.0
2016;3;Informação E Comunicação;-111;896412.74
2010;6;Atividades Profissionais, Científicas E Técnicas;24;208573.55
2014;10;Indústrias De Transformação;-133;1466339.0
2007;9;Saúde Humana E Serviços Sociais;6;88411.0
2008;1;Transporte, Armazenagem E Correio;65;556508.28
2015;5;Indústrias Extrativas;-21;37819.0
2019;8;Outras Atividades De Serviços;41;225180.4
2017;10;Informação E Comunicação;-18;855418.71
2017;12;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;3;51086.26
2017;12;Atividades Administrativas E Serviços Complementares;-4;1336340.22
2017;12;Organismos Internacionais E Outras Instituições Extraterritoriais;0;2362.0
2012;12;Educação;-283;765902.78
2010;10;Transporte, Armazenagem E Correio;62;838654.14
2007;9;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-3;9414.0
2019;10;Construção;40;1159533.93
2018;11;Educação;-22;357388.64
2014;4;Alojamento E Alimentação;45;678878.1200000003
2019;7;Educação;-36;423399.62
2013;5;Atividades Financeiras, De Seguros E Serviços Relacionados;-8;585751.12
2019;11;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;20;95167.21
2011;5;Informação E Comunicação;60;638582.43
2014;10;Informação E Comunicação;172;1147745.25
2010;10;Alojamento E Alimentação;40;849370.11
2008;8;Atividades Financeiras, De Seguros E Serviços Relacionados;-17;346202.26
2011;5;Alojamento E Alimentação;194;1086957.89
2017;6;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;2741.56
2018;5;Administração Pública, Defesa E Seguridade Social;-246;960783.83
2009;3;Administração Pública, Defesa E Seguridade Social;-310;922167.84
2009;7;Transporte, Armazenagem E Correio;-20;732521.1
2011;8;Alojamento E Alimentação;-29;977066.35
2018;6;Artes, Cultura, Esporte E Recreação;7;61499.15
2023;8;Outras Atividades De Serviços;-17;
2007;9;Atividades Imobiliárias;0;11312.0
2015;4;Alojamento E Alimentação;-19;689780.5
2017;4;Atividades Financeiras, De Seguros E Serviços Relacionados;-61;950538.0
2015;10;Atividades Profissionais, Científicas E Técnicas;2;304644.81
2013;11;Outras Atividades De Serviços;-13;142055.19
2009;9;Indústrias De Transformação;217;1191508.63
2018;1;Indústrias De Transformação;107;1344542.0
2013;9;Educação;160;352674.54
2008;8;Transporte, Armazenagem E Correio;197;724791.4199999999
2007;5;Artes, Cultura, Esporte E Recreação;-34;28453.0
2017;10;Atividades Administrativas E Serviços Complementares;5;1697833.53
2008;5;Atividades Imobiliárias;6;9172.0
2014;8;Serviços Domésticos;-1;2177.0
2013;8;Alojamento E Alimentação;26;1371528.63
2015;3;Informação E Comunicação;-60;1146812.3900000001
2010;4;Alojamento E Alimentação;-49;839858.42
2015;7;Indústrias De Transformação;-189;2135426.3
2015;2;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-14;78060.0
2018;8;Educação;97;724194.55
2014;12;Organismos Internacionais E Outras Instituições Extraterritoriais;0;4992.0
2018;10;Construção;12;1203141.37
2019;4;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;5;123044.0
2012;9;Administração Pública, Defesa E Seguridade Social;-107;357620.52
2019;1;Indústrias Extrativas;1;14599.0
2012;7;Informação E Comunicação;14;627588.6799999999
2017;7;Saúde Humana E Serviços Sociais;21;461402.26
2007;5;Transporte, Armazenagem E Correio;180;694418.0
2015;7;Informação E Comunicação;-85;921945.0
2018;6;Indústrias Extrativas;-3;15407.0
2007;1;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;2;11812.0
2017;12;Construção;-158;678334.25
2017;5;Informação E Comunicação;-50;956210.7
2008;8;Atividades Profissionais, Científicas E Técnicas;24;110676.5
2017;4;Transporte, Armazenagem E Correio;15;908325.36
2018;10;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;5;84213.0
2009;3;Educação;89;288442.45
2019;5;Atividades Administrativas E Serviços Complementares;300;4010756.92
2007;5;Construção;-24;196670.0
2007;12;Construção;13;232892.0
2017;10;Saúde Humana E Serviços Sociais;-940;382045.71
2011;9;Atividades Financeiras, De Seguros E Serviços Relacionados;35;349910.18
2018;2;Atividades Administrativas E Serviços Complementares;-73;1750259.31
2017;8;Educação;88;716999.0
2013;2;Indústrias De Transformação;-3;2110713.59
2016;11;Educação;3;350103.37
2010;11;Atividades Profissionais, Científicas E Técnicas;29;207340.18
2009;6;Artes, Cultura, Esporte E Recreação;-1;7427.0
2012;9;Alojamento E Alimentação;-91;980566.65
2014;11;Atividades Administrativas E Serviços Complementares;117;2004435.68
2014;4;Atividades Financeiras, De Seguros E Serviços Relacionados;1;581512.12
2008;1;Educação;-7;160353.92000000004
2016;6;Artes, Cultura, Esporte E Recreação;34;97340.84
2009;4;Educação;68;223265.25
2014;7;Outras Atividades De Serviços;-20;188208.56
2019;11;Outras Atividades De Serviços;-17;156444.91
2018;2;Educação;99;642954.55
2012;4;Administração Pública, Defesa E Seguridade Social;-176;1301201.39
2007;9;Informação E Comunicação;-4;168691.0
2017;5;Atividades Financeiras, De Seguros E Serviços Relacionados;-57;797377.82
2017;7;Alojamento E Alimentação;26;642932.37
2017;7;Outras Atividades De Serviços;11;139601.93
2013;6;Atividades Administrativas E Serviços Complementares;109;1920971.36
2010;6;"Comércio; Reparação De Veículos Automotores E Motocicletas";280;2981624.02
2008;2;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-8;5689.0
2012;10;Construção;-91;1061216.85
2013;9;Atividades Administrativas E Serviços Complementares;461;1988550.13
2009;6;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-2;1873.0
2008;7;Informação E Comunicação;-34;402647.0
2014;7;Alojamento E Alimentação;-55;615001.44
2013;5;Transporte, Armazenagem E Correio;-40;1571268.21
2023;8;Atividades Administrativas E Serviços Complementares;267;
2016;3;Saúde Humana E Serviços Sociais;45;545627.2
2012;12;Alojamento E Alimentação;-185;1256232.93
2008;6;Informação E Comunicação;6;316229.46
2012;3;Atividades Administrativas E Serviços Complementares;-143;1471469.25
2014;10;Alojamento E Alimentação;134;750280.47
2011;6;"Comércio; Reparação De Veículos Automotores E Motocicletas";281;3888947.06
2015;4;Informação E Comunicação;65;1161922.79
2013;2;Construção;25;829396.6900000001
2016;11;Administração Pública, Defesa E Seguridade Social;-431;646873.97
2017;5;Saúde Humana E Serviços Sociais;11;529687.48
2015;10;Administração Pública, Defesa E Seguridade Social;157;2237131.23
2010;4;"Comércio; Reparação De Veículos Automotores E Motocicletas";253;3061126.0700000003
2011;12;Atividades Profissionais, Científicas E Técnicas;-50;262009.84
2009;9;Educação;68;360429.87
2012;12;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;23;86969.0
2008;6;Outras Atividades De Serviços;29;101185.8
2014;5;Artes, Cultura, Esporte E Recreação;13;34946.0
2014;2;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-1;1169.0
2018;8;Construção;302;1027416.5700000003
2019;4;Saúde Humana E Serviços Sociais;26;450853.92
2013;12;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-4;78642.74
2008;8;Administração Pública, Defesa E Seguridade Social;-138;742176.0
2012;12;"Comércio; Reparação De Veículos Automotores E Motocicletas";34;3374829.85
2018;10;Indústrias Extrativas;-1;12335.0
2012;4;Atividades Administrativas E Serviços Complementares;32;1945846.61
2009;6;Outras Atividades De Serviços;21;142817.05
2017;7;Educação;17;505659.56
2012;5;Transporte, Armazenagem E Correio;94;1074039.73
2018;4;Saúde Humana E Serviços Sociais;-30;633060.31
2009;9;Transporte, Armazenagem E Correio;34;646122.85
2018;1;"Comércio; Reparação De Veículos Automotores E Motocicletas";-652;4615926.63
2015;4;Atividades Administrativas E Serviços Complementares;-152;2046593.28
2019;7;Administração Pública, Defesa E Seguridade Social;-36;44222.48
2013;1;Educação;-5;535842.44
2019;11;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-3;4624.0
2010;2;Educação;199;410227.36
2010;2;Atividades Profissionais, Científicas E Técnicas;17;126539.24
2008;6;Educação;-82;431793.8
2011;1;Informação E Comunicação;154;596406.36
2013;6;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;28;93913.55
2008;5;Indústrias De Transformação;197;1350051.88
2008;5;Atividades Profissionais, Científicas E Técnicas;-4;61428.0
2009;10;Administração Pública, Defesa E Seguridade Social;-14;458101.22
2013;9;Indústrias De Transformação;47;2241636.12
2015;4;Construção;168;1009560.0499999999
2017;5;Construção;89;1003071.02
2009;6;Educação;-98;608889.83
2008;10;Construção;50;537337.2499999998
2008;10;Atividades Administrativas E Serviços Complementares;-130;1196059.1000000008
2012;7;Alojamento E Alimentação;2;1075869.1399999992
2019;3;Outras Atividades De Serviços;18;227899.84
2018;11;Indústrias Extrativas;-6;24740.0
2009;9;Atividades Administrativas E Serviços Complementares;111;1234891.74
2016;9;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;29;34088.0
2017;12;Saúde Humana E Serviços Sociais;-3;359669.89
2014;11;Outras Atividades De Serviços;-56;274638.73
2012;12;Administração Pública, Defesa E Seguridade Social;-512;576315.05
2012;3;Informação E Comunicação;-178;894406.3
2015;7;Alojamento E Alimentação;-54;648149.56
2010;5;Atividades Imobiliárias;2;15041.0
2017;12;Administração Pública, Defesa E Seguridade Social;-189;280510.66
2013;9;"Comércio; Reparação De Veículos Automotores E Motocicletas";379;4228123.22
2015;3;Transporte, Armazenagem E Correio;67;1377715.32
2007;11;Administração Pública, Defesa E Seguridade Social;55;319040.0
2018;11;Atividades Financeiras, De Seguros E Serviços Relacionados;84;958721.0
2008;1;Indústrias De Transformação;133;1218993.93
2019;7;Atividades Profissionais, Científicas E Técnicas;64;1470488.77
2007;8;Administração Pública, Defesa E Seguridade Social;440;734711.0
2018;8;Artes, Cultura, Esporte E Recreação;27;171240.0
2014;10;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-2;73824.25
2015;3;Atividades Imobiliárias;17;62245.25
2010;11;Atividades Administrativas E Serviços Complementares;464;1692413.88
2008;1;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-17;3119.54
2017;4;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;3;3705.0
2009;4;Informação E Comunicação;-33;383603.65
2012;9;Atividades Profissionais, Científicas E Técnicas;-44;351398.95
2013;10;Indústrias Extrativas;-3;39078.0
2018;1;Informação E Comunicação;44;1067510.01
2014;11;Construção;-41;1061264.81
2011;11;Alojamento E Alimentação;-17;804782.8
2017;8;Construção;-39;905201.15
2019;11;Saúde Humana E Serviços Sociais;-17;410332.03
2008;3;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-7;3769.09
2013;9;Construção;-121;1017099.06
2015;3;Indústrias De Transformação;-174;2374017.83
2019;3;Transporte, Armazenagem E Correio;-76;1003170.3800000007
2015;5;Outras Atividades De Serviços;-13;175741.60000000003
