cod_familiar_fam;n_pessoas_fam;qtd_pessoas_domic_fam
6185650002;1;3.0
6185688832;2;2.0
6175028708;2;1.0
6175047419;2;2.0
6175075030;2;2.0
6175162609;3;3.0
6175349261;2;2.0
6175387279;2;2.0
6175555678;4;5.0
6175720202;1;1.0
6175762037;3;3.0
6175923650;2;2.0
6175991494;2;2.0
6176019680;5;5.0
6176040299;4;3.0
6176081645;1;1.0
6176181860;3;2.0
6176275253;2;2.0
6176298709;3;3.0
6176339162;2;1.0
6176388538;1;1.0
6176442761;4;3.0
6176479177;3;3.0
6176498120;2;2.0
6176508614;3;3.0
6176590795;6;5.0
6176631734;3;3.0
6176653975;5;4.0
6176724074;5;3.0
6176821193;3;3.0
6176831407;1;1.0
6176857546;3;2.0
6176861144;4;4.0
6176990114;3;2.0
6177007961;5;4.0
6177062555;1;1.0
6177101470;4;4.0
6177151493;1;1.0
6177307680;2;2.0
6177395520;4;2.0
6177556809;4;4.0
6177571948;3;3.0
6177653324;3;2.0
6177718710;3;3.0
6177772846;4;3.0
6177891853;3;3.0
6177982140;2;1.0
6177997848;4;4.0
6178009364;3;4.0
6178156820;2;2.0
6178275242;5;5.0
6178821506;2;2.0
6178913389;3;3.0
6179006717;4;4.0
6179064245;2;2.0
6179070806;3;1.0
6179096872;2;2.0
6179103755;3;2.0
6179157090;5;4.0
6179170355;2;2.0
6179190038;4;4.0
6179197202;1;4.0
6179276692;5;5.0
6179294755;4;4.0
6179296880;1;1.0
6179315930;3;3.0
6179395357;2;2.0
6179504318;3;3.0
6179529736;3;3.0
6179549761;5;5.0
6179691169;3;3.0
6179960674;3;3.0
6180215154;1;1.0
6180406090;4;4.0
6180421137;1;1.0
6180519706;3;3.0
6180574049;3;3.0
6180653852;3;3.0
6180687080;3;3.0
6180817472;4;4.0
6181003851;6;6.0
6181096760;2;1.0
6181133127;6;4.0
6181141570;3;3.0
6181169580;2;2.0
6181170596;3;2.0
6181294724;2;2.0
6181486127;4;4.0
6181558802;3;3.0
6181560700;2;2.0
6181567470;2;2.0
6181621270;1;1.0
6181627391;1;1.0
6181665803;3;3.0
6181713808;3;2.0
6181791353;3;3.0
6181841717;2;2.0
6181902872;1;1.0
6181902953;1;1.0
6182046368;1;1.0
6182046872;2;2.0
6182048654;1;1.0
6182064340;2;2.0
6182142758;4;3.0
6182167742;3;3.0
6182199350;3;3.0
6182289007;4;4.0
6182352485;4;4.0
6182388080;1;1.0
6182410353;2;2.0
6182411244;5;5.0
6182419490;1;1.0
6182481021;1;1.0
6182520965;2;2.0
6182570393;3;3.0
6182577720;2;2.0
6182607904;3;3.0
6182611090;2;2.0
6182615915;2;2.0
6182761229;1;1.0
6182767855;6;6.0
6182810106;5;3.0
6182871679;1;1.0
6182938765;1;1.0
6183014885;3;2.0
6183039527;2;2.0
6183108430;4;4.0
6183161837;1;1.0
6183176001;3;3.0
6183195227;3;3.0
6183210803;2;2.0
6183240621;3;3.0
6183260223;4;5.0
6183309923;1;1.0
6183359351;2;2.0
6183466000;2;2.0
6183473057;3;3.0
6183489301;1;1.0
6183491543;2;2.0
6183525898;1;2.0
6183586684;4;3.0
6183589861;4;4.0
6183596132;4;4.0
6183733490;1;1.0
6183748684;2;2.0
6183767980;4;3.0
6183900060;1;1.0
6183901709;4;3.0
6183917621;4;4.0
6183923192;4;4.0
6183927260;3;3.0
6184237705;1;1.0
6184294687;3;3.0
6184308815;2;2.0
6184418831;1;1.0
6184474405;4;4.0
6184515365;4;4.0
6184657828;3;3.0
6184665766;1;1.0
6185694727;3;3.0
6185731940;1;1.0
6185742209;6;5.0
6185798778;1;1.0
6186056147;3;2.0
6186101703;1;1.0
6186148343;3;3.0
6186209407;4;4.0
6186224112;3;2.0
6186262715;1;
6186498328;3;3.0
6186575500;2;2.0
6186609847;4;4.0
6186674401;3;3.0
6186880214;1;1.0
6186904253;4;4.0
6186973905;4;4.0
6187004558;1;1.0
6187024583;2;2.0
6187038886;3;3.0
6187081030;2;2.0
6187084560;2;2.0
6187196104;1;1.0
6195550507;3;3.0
6195573469;1;1.0
6195653659;4;4.0
6195776068;4;2.0
6195800546;2;2.0
6195952133;1;1.0
6195988839;2;2.0
6196027085;5;4.0
6196060880;4;4.0
6196129325;4;4.0
6196147730;2;2.0
6196323563;3;3.0
6226731222;3;2.0
6227148997;2;2.0
6227245925;1;1.0
6227285471;6;6.0
6227384968;5;5.0
6227419184;4;4.0
6227449091;5;4.0
6187240600;2;2.0
6187475593;3;2.0
6187543777;1;1.0
6187624009;6;6.0
6187625404;4;4.0
6187635035;6;6.0
6187658248;1;1.0
6187665376;3;3.0
6187668634;2;4.0
6187746457;1;1.0
6187757904;4;4.0
6187844386;2;2.0
6187908538;5;5.0
6187924142;3;2.0
6187929454;4;4.0
6187940938;1;1.0
6187954998;2;2.0
6188076080;2;1.0
6188093503;5;5.0
6188110289;3;2.0
6188131790;3;3.0
6188140510;2;2.0
6188156270;1;1.0
6188164028;2;3.0
6188203023;1;1.0
6188302609;4;4.0
6188451272;4;4.0
6188505623;2;2.0
6188533759;2;2.0
6188669901;4;4.0
6188671981;4;4.0
6188712335;3;3.0
6188772230;2;2.0
6188820308;3;3.0
6188880041;1;1.0
6188883300;2;2.0
6189001793;3;3.0
6189011756;5;5.0
6189023762;2;2.0
6189044840;3;2.0
6189143407;1;1.0
6189147658;2;2.0
6189176836;4;4.0
6189195385;2;2.0
6189220169;1;1.0
6189239340;2;2.0
6189258484;4;4.0
6189467300;2;2.0
6189477100;4;4.0
6189542441;2;2.0
6189590250;6;6.0
6189624090;2;2.0
6189655726;4;3.0
6189726178;2;2.0
6189796974;2;2.0
6189819508;3;2.0
6189851070;4;4.0
6189936067;3;3.0
6190075673;3;3.0
6190128548;2;2.0
6190138268;3;2.0
6190192637;2;2.0
6190215513;1;2.0
6190287778;3;3.0
6190302750;3;3.0
6190315739;3;3.0
6190381448;2;2.0
6190418384;1;1.0
6190481159;2;2.0
6190601316;3;3.0
6190695620;2;2.0
6190781705;2;2.0
6190804420;3;2.0
6190902359;2;2.0
6190928404;4;3.0
6190933580;2;2.0
6190951139;1;2.0
6190964206;4;3.0
6191009828;1;1.0
6191061404;1;1.0
6191096453;5;5.0
6191124767;4;4.0
6191163827;1;1.0
6191236484;1;1.0
6191250630;4;4.0
6191255004;2;2.0
6191266804;3;3.0
6191341199;2;1.0
6191427743;5;5.0
6191470835;2;3.0
6191473346;2;2.0
6191493886;3;3.0
6191498500;5;5.0
6191501900;2;2.0
6191552645;3;3.0
6191624905;2;2.0
6191634374;4;4.0
6191638108;2;2.0
6191644922;2;2.0
6191734832;1;1.0
6191905823;4;4.0
6191952155;2;1.0
6191962037;1;1.0
6191986645;1;1.0
6192040605;2;2.0
6192228752;6;6.0
6192305501;2;1.0
6192494126;5;5.0
6192599734;3;3.0
6192615012;1;1.0
6192670382;2;2.0
6192739765;1;1.0
6192831653;4;4.0
6192883530;1;1.0
6192886636;3;2.0
6193007520;1;1.0
6193114106;4;4.0
6193126538;2;2.0
6193216014;2;2.0
6193241558;1;1.0
6193246436;3;3.0
6193247165;5;3.0
6193297340;5;4.0
6193334726;1;1.0
6193629440;1;1.0
6193667881;2;2.0
6193783288;2;2.0
6193787356;3;3.0
6193828648;2;2.0
6193862072;3;3.0
6193900268;2;2.0
6194044853;3;3.0
6194050233;1;1.0
6194132809;2;1.0
6194179600;3;2.0
6194246642;1;1.0
6194268450;4;3.0
6194343508;2;2.0
6194356073;1;1.0
6194415770;1;1.0
6194449322;2;2.0
6194498021;3;2.0
6194587636;4;4.0
6194600837;1;1.0
6194733128;6;4.0
6194758970;2;2.0
6194781289;2;2.0
6194822902;4;3.0
6194837098;3;3.0
6194849428;4;4.0
6194907304;3;3.0
6194948167;4;4.0
6194962585;2;2.0
6194964952;4;4.0
6195011460;4;4.0
6195068900;5;5.0
6195239992;3;3.0
6195333239;3;3.0
6195433101;7;6.0
6196364758;2;2.0
6196394665;3;3.0
6196457926;3;2.0
6196564927;1;1.0
6196823965;3;3.0
6197204762;6;6.0
6197221420;1;1.0
6197401592;4;3.0
6197823403;4;4.0
6197908816;2;2.0
6197917130;2;2.0
6197995280;2;1.0
6198138305;1;1.0
6198225208;1;1.0
6198249808;1;1.0
6198997944;3;3.0
6199506847;4;4.0
6201962700;2;2.0
6202139811;3;3.0
6202871601;3;3.0
6205270994;1;1.0
6205329719;1;1.0
6207128486;5;5.0
6209082971;4;4.0
6209684351;4;4.0
6209689582;2;1.0
6209829007;1;1.0
6209999182;1;3.0
6210072933;2;2.0
6210442889;2;2.0
6210715010;2;4.0
6210866816;5;3.0
6211026609;2;2.0
6211112793;2;2.0
6211297718;2;2.0
6211771568;3;3.0
6212229503;2;2.0
6212250880;1;1.0
6212926808;3;3.0
6212997233;1;1.0
6213134590;5;3.0
6213319530;3;2.0
6213348808;1;1.0
6213469770;4;4.0
6214256303;1;1.0
6214343613;4;4.0
6214574267;2;2.0
6214597399;5;4.0
6214667192;4;4.0
6215421723;2;2.0
6215630993;4;4.0
6216512650;4;4.0
6216593200;1;1.0
6216593552;3;2.0
6216726536;6;6.0
6216769936;5;5.0
6216791605;3;3.0
6216809318;3;3.0
6216838172;3;3.0
6216854615;3;3.0
6216876856;2;2.0
6216952897;2;2.0
6216971921;2;1.0
6217037610;6;5.0
6217042452;4;4.0
6217135701;4;4.0
6217537850;3;3.0
6217586800;4;4.0
6217647958;1;1.0
6217811774;6;4.0
6217836254;4;4.0
6217899175;2;2.0
6218056295;2;1.0
6218096408;1;1.0
6218107205;2;2.0
6218160432;2;2.0
6218185770;5;6.0
6218212688;1;1.0
6218236277;2;2.0
6218298540;3;3.0
6218521206;3;3.0
6218574326;1;1.0
6218672506;3;4.0
6218760111;3;3.0
6218976394;2;2.0
6218986195;1;1.0
6219029771;2;2.0
6219044738;1;1.0
6219097424;6;5.0
6219200616;5;5.0
6219231929;2;1.0
6219426851;4;2.0
6219479890;4;4.0
6219801610;1;1.0
6219866070;3;3.0
6219965302;4;3.0
6220124014;2;2.0
6220148380;2;2.0
6220166957;3;3.0
6220186044;2;2.0
6220339991;3;3.0
6220411854;3;3.0
6220436849;7;7.0
6220450833;3;2.0
6220509315;4;4.0
6220668545;4;4.0
6221105196;4;4.0
6221167973;3;3.0
6221181100;2;2.0
6221223040;3;3.0
6221248469;1;1.0
6221256569;1;1.0
6221299705;9;8.0
6221393639;2;2.0
6221406803;3;3.0
6221581710;4;3.0
6221625602;2;2.0
6221705380;3;3.0
6221712831;3;2.0
6221737583;1;1.0
6222094180;6;6.0
6222357105;4;3.0
6222442641;2;2.0
6222644600;4;4.0
6222677282;1;1.0
6222685382;2;2.0
6222838200;3;2.0
6222983995;3;1.0
6223188021;3;3.0
6223306830;3;3.0
6223473222;1;1.0
6223507062;2;2.0
6223566905;5;5.0
6223619294;4;4.0
6223632711;2;2.0
6223681925;6;5.0
6223737653;4;4.0
6223812701;4;4.0
6223952465;4;4.0
6223983263;3;3.0
6224021708;3;3.0
6224157278;2;2.0
6224163243;3;3.0
6224662169;4;4.0
6224707367;2;2.0
6224727040;1;1.0
6224795045;2;2.0
6224943842;2;1.0
6224983127;2;2.0
6224999716;1;1.0
6225210717;1;1.0
6225217053;5;4.0
6225280170;3;3.0
6225315900;2;2.0
6225345990;5;5.0
6225365087;3;3.0
6226059338;2;2.0
6226080370;3;2.0
6226276355;2;2.0
6226291400;2;2.0
6226331399;3;2.0
6226440686;3;3.0
6226473347;3;2.0
6226538813;3;3.0
6226576669;3;3.0
6226582391;3;2.0
6226596694;3;3.0
6226644508;3;3.0
6226686766;2;2.0
6227472239;2;3.0
6227524212;4;4.0
6227535508;3;3.0
6227613665;7;7.0
6227655155;1;1.0
6227684333;2;2.0
6227693910;1;1.0
6227771309;2;2.0
6228102354;4;3.0
6228211056;3;3.0
6228211137;3;3.0
6228260936;3;3.0
6228391011;3;3.0
6228516086;3;3.0
6228537598;1;1.0
6228597493;3;2.0
6228801872;5;5.0
6229323222;6;5.0
6229541645;2;2.0
6230640309;4;4.0
6230739437;2;2.0
6230751216;3;2.0
6230835401;4;4.0
6230889676;3;2.0
6230907593;1;1.0
6230947030;2;2.0
6231170535;5;5.0
6231303608;3;3.0
6231436071;2;2.0
6231683168;1;1.0
6231716511;2;2.0
6231736628;2;2.0
6231829120;1;1.0
6231842061;4;4.0
6231866912;3;3.0
6231895181;3;2.0
6231902579;3;3.0
6231970493;2;2.0
6232004302;3;3.0
6232039955;1;1.0
6232120728;2;2.0
6232153901;1;1.0
6232182758;6;6.0
6232206010;1;1.0
6232294637;3;3.0
6232399226;2;2.0
6232458680;1;1.0
6232653700;3;3.0
6232877900;2;2.0
6232891724;1;1.0
6232987322;3;3.0
6232993306;5;5.0
6233026830;4;4.0
6233029341;3;3.0
6233042607;4;4.0
6233104220;2;2.0
6233268338;4;4.0
6233332362;2;2.0
6233407800;1;1.0
6233471567;8;3.0
6233477921;3;3.0
6233502624;4;3.0
6233624576;2;2.0
6233733197;3;3.0
6233840007;4;4.0
6233859450;3;1.0
6233910587;2;2.0
6233923646;3;3.0
6234047530;5;5.0
6234116108;1;1.0
6234130860;5;5.0
6234171893;5;5.0
6234213995;3;3.0
6234234216;4;4.0
6234400671;3;3.0
6234695027;1;1.0
6234838073;1;1.0
6234885233;1;1.0
6234955460;2;2.0
6234986420;1;1.0
6235119593;4;3.0
6235124678;5;5.0
6235192916;2;1.0
6235269722;3;3.0
6235270658;4;4.0
6235270810;4;4.0
6235413190;6;6.0
6235491824;2;2.0
6235834888;2;2.0
6235848161;1;1.0
6235859600;3;3.0
6235864108;4;3.0
6235878150;4;4.0
6249819088;3;4.0
6249839518;2;1.0
6249863494;3;3.0
6249953809;3;2.0
6249970738;3;3.0
6250054227;2;2.0
6250055541;4;4.0
6250087826;3;2.0
6250103376;1;1.0
6250110909;5;5.0
6250126236;1;1.0
6250132554;3;3.0
6250177817;3;3.0
6250227261;2;3.0
6250451730;4;3.0
6250541489;3;3.0
6250588795;4;4.0
6250624775;2;2.0
6250628762;5;5.0
6250637834;2;2.0
6250660658;3;3.0
6250690212;2;2.0
6250749128;3;3.0
6250753745;1;1.0
6250780122;1;1.0
6256997506;4;4.0
6257012597;2;2.0
6257053439;2;2.0
6257056616;4;4.0
6257060133;4;4.0
6257068037;1;1.0
6257111579;1;1.0
6257116376;3;2.0
6257124395;1;1.0
6257146607;1;1.0
6257180465;2;2.0
6257182085;2;2.0
6264301604;4;4.0
6264321702;2;2.0
6264336734;2;2.0
6264356840;2;2.0
6264379115;1;1.0
6264396397;3;3.0
6235900422;4;3.0
6235907435;5;5.0
6235913753;1;2.0
6236063990;2;1.0
6236097461;4;4.0
6236107521;2;3.0
6236194742;5;5.0
6236198578;2;3.0
6236217386;4;4.0
6236249660;2;2.0
6236255806;2;2.0
6236279225;3;3.0
6236296316;3;2.0
6236318492;2;2.0
6236334773;6;6.0
6236361746;3;3.0
6236746885;2;2.0
6236778574;1;1.0
6236899878;2;2.0
6236985286;4;4.0
6237204695;1;1.0
6237246932;1;1.0
6237249958;4;4.0
6237327347;3;3.0
6237346643;2;2.0
6237428615;4;3.0
6237455345;3;3.0
6237587330;2;2.0
6237611657;1;1.0
6237756892;3;3.0
6237857737;6;6.0
6237925406;6;3.0
6238056851;2;2.0
6238065680;4;4.0
6238101580;1;1.0
6238267046;3;3.0
6238361573;4;4.0
6238372850;3;3.0
6238382570;4;4.0
6238394668;5;5.0
6238402270;4;4.0
6238421304;3;3.0
6238972700;1;1.0
6239019356;3;3.0
6239026565;2;1.0
6239035807;4;4.0
6239194433;3;3.0
6239306410;5;5.0
6239344001;3;3.0
6239694916;2;2.0
6239795437;3;3.0
6239907847;2;2.0
6240012530;3;3.0
6240042285;6;5.0
6240065730;4;4.0
6240075531;1;1.0
6240140708;6;4.0
6240148431;4;4.0
6240186104;1;1.0
6240220990;1;1.0
6240433713;2;2.0
6240747653;3;3.0
6240798487;2;2.0
6240844853;1;1.0
6240880736;2;2.0
6240940577;4;4.0
6240946770;4;4.0
6240954012;4;4.0
6241003089;1;1.0
6241103385;4;4.0
6241161660;3;3.0
6241169998;1;1.0
6241183559;4;3.0
6241199552;2;3.0
6241265520;4;4.0
6241635557;2;2.0
6241800426;5;5.0
6241833600;4;3.0
6242085917;1;1.0
6242123940;3;3.0
6242137305;3;3.0
6242329301;3;4.0
6242926229;1;1.0
6242952300;3;4.0
6243121003;4;3.0
6243331164;3;3.0
6243343332;2;2.0
6243356159;4;3.0
6243432866;2;2.0
6243862011;2;2.0
6243955028;4;4.0
6243976378;1;1.0
6244064313;4;4.0
6244098994;4;3.0
6244100565;1;1.0
6244109279;3;3.0
6244131363;1;1.0
6244135008;2;2.0
6244208170;3;3.0
6244289820;2;2.0
6244304217;2;2.0
6244403118;3;3.0
6244404351;3;3.0
6244458443;1;1.0
6244505549;4;3.0
6244509293;3;3.0
6244532007;2;2.0
6244561457;4;3.0
6244618742;4;4.0
6245099587;2;2.0
6245134242;2;2.0
6245363276;1;1.0
6245419832;3;3.0
6245446058;1;1.0
6245474698;3;3.0
6245648602;5;4.0
6245892180;3;3.0
6245936306;2;2.0
6245986400;2;2.0
6246030408;4;4.0
6246045430;2;2.0
6246045863;4;4.0
6246110940;3;3.0
6246139175;1;1.0
6246156509;3;3.0
6246232540;2;3.0
6246257291;1;1.0
6246282210;2;2.0
6246347282;3;4.0
6246372120;2;2.0
6246392318;2;2.0
6246407790;3;2.0
6246415385;4;4.0
6246467504;4;4.0
6246472346;4;4.0
6246516734;3;3.0
6246775756;2;2.0
6246826091;3;3.0
6246893368;4;4.0
6247026005;4;3.0
6247071485;1;1.0
6247296568;3;3.0
6247345526;6;4.0
6247381166;1;1.0
6247778473;3;3.0
6247839367;5;4.0
6248297746;3;3.0
6248320829;5;5.0
6248363633;2;2.0
6248381291;1;1.0
6248519404;2;2.0
6248541248;3;3.0
6248714606;3;3.0
6249049118;2;2.0
6249057560;1;1.0
6249127364;2;1.0
6249235680;1;1.0
6249315101;5;5.0
6249334580;2;2.0
6249496564;3;3.0
6249636323;2;2.0
6250781013;3;3.0
6250783490;3;3.0
6250822909;1;1.0
6250823115;3;2.0
6250842926;2;2.0
6250846085;2;2.0
6250879501;4;4.0
6250892354;5;5.0
6250893245;3;2.0
6250925112;1;1.0
6250944338;3;3.0
6250949569;1;1.0
6250950141;2;1.0
6250967460;1;1.0
6251001151;1;1.0
6251021187;2;2.0
6251039477;3;3.0
6251094737;1;1.0
6251097914;1;1.0
6251102772;2;2.0
6251137568;3;3.0
6251141751;3;3.0
6251195410;4;5.0
6251225424;3;2.0
6251227559;4;4.0
6251296011;4;4.0
6251415550;3;4.0
6251506431;5;3.0
6251540966;2;2.0
6251543396;5;4.0
6251561610;3;3.0
6251593652;1;1.0
6251603801;3;3.0
6251616377;4;4.0
6251660350;3;3.0
6251662301;4;4.0
6251681861;4;3.0
6251721324;3;3.0
6251728094;2;2.0
6251749091;4;4.0
6251751665;3;3.0
6251788585;2;2.0
6251803304;2;2.0
6251820063;2;2.0
6251858036;4;4.0
6251906103;2;2.0
6251913584;4;2.0
6251927453;6;6.0
6251929405;2;1.0
6251938307;3;3.0
6251993405;3;2.0
6252001287;2;2.0
6252012564;2;2.0
6252018686;2;2.0
6252037800;1;1.0
6252038601;4;3.0
6252039250;2;2.0
6252196606;3;3.0
6252221562;4;4.0
6252368407;4;4.0
6252421227;2;2.0
6252615188;3;2.0
6252616400;2;2.0
6252624926;1;1.0
6252662186;2;2.0
6252672491;4;4.0
6252685801;2;2.0
6252770230;2;1.0
6252795062;3;3.0
6252834491;2;1.0
6252865966;1;1.0
6252890138;3;3.0
6252927902;4;4.0
6253160885;3;3.0
6253263692;2;2.0
6253312499;2;1.0
6253327259;2;2.0
6253327330;1;1.0
6253444212;2;2.0
6253447076;3;3.0
6253463519;3;3.0
6253483897;3;3.0
6253541170;5;3.0
6253541684;4;4.0
6253566407;1;1.0
6253589296;3;3.0
6253593056;4;4.0
6253641557;4;4.0
6253644149;2;2.0
6253669648;4;3.0
6253674560;2;1.0
6253678043;3;3.0
6253703765;4;2.0
6253760807;4;3.0
6253761617;4;4.0
6253764128;3;3.0
6253768204;3;3.0
6253806904;2;2.0
6253846957;3;3.0
6254085780;4;4.0
6254127709;6;3.0
6254137925;1;1.0
6254154692;2;1.0
6254220237;2;2.0
6254222604;2;2.0
6254260700;2;2.0
6254267543;3;1.0
6254282186;4;4.0
6254282771;4;5.0
6254286335;2;2.0
6254372410;2;2.0
6254383969;3;3.0
6254384000;5;5.0
6254413892;2;2.0
6254472120;3;3.0
6254476380;2;2.0
6254499754;3;3.0
6254508842;2;2.0
6254530180;4;4.0
6254544563;4;4.0
6254576767;3;3.0
6254618869;2;2.0
6254690110;3;3.0
6254707292;3;3.0
6254732211;1;1.0
6255039960;4;4.0
6255044459;2;2.0
6255133710;7;6.0
6255174662;5;4.0
6255197360;4;4.0
6255223540;3;3.0
6255237095;3;3.0
6255246167;2;2.0
6255273997;3;3.0
6255327086;5;3.0
6255338010;2;2.0
6255343790;3;3.0
6255347435;5;5.0
6255368351;3;3.0
6255453200;1;1.0
6255478106;3;2.0
6255551121;3;3.0
6255574091;3;3.0
6255578321;1;1.0
6255623483;4;3.0
6255635309;2;2.0
6255648478;2;1.0
6255652661;3;2.0
6255703916;1;1.0
6255709795;1;1.0
6255744434;4;4.0
6255758303;2;2.0
6255765946;3;2.0
6255783847;3;3.0
6256101561;5;4.0
6256115945;4;2.0
6256148100;3;3.0
6256181069;2;2.0
6256193822;4;4.0
6256215656;2;2.0
6256227310;1;1.0
6256260287;3;3.0
6256260872;5;6.0
6256311370;2;2.0
6256321847;1;1.0
6256345436;3;2.0
6256357361;2;2.0
6256365208;2;2.0
6256395964;2;2.0
6256399870;3;3.0
6256428056;1;1.0
6256434374;2;2.0
6256466578;3;3.0
6256484983;4;4.0
6256495756;2;2.0
6256588096;3;3.0
6256628578;4;3.0
6256809602;2;2.0
6256874501;2;2.0
6256950038;2;1.0
6256969723;2;2.0
6257187125;2;2.0
6257238307;5;5.0
6257243050;3;3.0
6257243483;1;1.0
6257253608;3;3.0
6257289475;2;2.0
6257317193;2;2.0
6257343356;5;5.0
6257348072;1;2.0
6257615615;4;4.0
6257645107;4;4.0
6257731283;5;5.0
6257758807;1;1.0
6257771820;3;3.0
6257774926;1;
6257835224;1;1.0
6257860172;6;6.0
6257875528;1;1.0
6257876923;2;2.0
6257912318;1;1.0
6257937493;4;4.0
6257972809;4;4.0
6257994969;4;4.0
6258014666;3;3.0
6258019897;3;4.0
6258037011;1;1.0
6258066038;2;2.0
6258122639;1;1.0
6258170285;3;3.0
6258191363;4;3.0
6258202748;5;5.0
6258213430;5;5.0
6258222935;2;2.0
6258236723;1;1.0
6258404294;2;2.0
6258426000;3;3.0
6258491405;5;4.0
6258542506;6;7.0
6258566197;2;2.0
6258648754;3;3.0
6258698697;1;1.0
6258718396;2;4.0
6258834701;5;5.0
6258834892;1;1.0
6258868100;2;2.0
6258919960;2;2.0
6258933602;2;1.0
6258940064;4;2.0
6259016735;2;2.0
6259134002;2;2.0
6259136471;1;1.0
6259452551;3;3.0
6259476574;3;3.0
6259510772;1;1.0
6259517513;2;2.0
6259530455;3;3.0
6259570678;1;1.0
6259581017;2;2.0
6259623976;3;3.0
6259632100;1;1.0
6259653379;2;2.0
6259718845;2;2.0
6259731868;2;2.0
6259769598;2;2.0
6259821425;4;4.0
6259867417;2;2.0
6259873301;4;4.0
6259873735;1;1.0
6259934971;3;3.0
6260006020;5;2.0
6260056044;5;5.0
6260090730;5;5.0
6260150490;1;1.0
6260282052;3;3.0
6260330391;3;3.0
6260332416;4;4.0
6260371900;2;2.0
6260374330;2;2.0
6260422407;3;2.0
6260515685;3;2.0
6260542739;3;3.0
6260571089;1;1.0
6260611056;6;6.0
6260711352;4;4.0
6260717040;3;3.0
6260836210;3;3.0
6260993749;2;3.0
6261003564;3;3.0
6261023085;3;3.0
6261038198;2;2.0
6261108668;1;1.0
6261136440;5;4.0
6261153701;2;1.0
6261212724;2;1.0
6261227918;2;2.0
6261240345;4;4.0
6261296723;3;3.0
6261308080;1;1.0
6261311110;4;4.0
6261318719;4;4.0
6261357617;2;2.0
6261367256;2;2.0
6261391556;5;5.0
6261437300;3;3.0
6261550611;4;4.0
6261569550;2;2.0
6261587299;2;2.0
6261622116;5;6.0
6261912033;3;3.0
6261914672;4;4.0
6261947414;1;1.0
6262011609;2;2.0
6262038485;2;2.0
6262039023;1;1.0
6262047638;3;3.0
6262056629;2;2.0
6262065881;3;3.0
6262074015;5;5.0
6262130616;1;1.0
6262133712;4;4.0
6262179542;4;3.0
6262179704;7;7.0
6262206612;1;1.0
6262252568;2;2.0
6262286896;2;2.0
6262293914;3;3.0
6262304894;2;2.0
6262315071;4;3.0
6262321551;2;2.0
6262330461;1;1.0
6262334700;1;1.0
6262337806;2;1.0
6262358803;2;2.0
6262363475;3;2.0
6262392068;4;4.0
6262475516;4;34.0
6262486046;3;3.0
6262497404;2;3.0
6262823301;2;2.0
6262836209;3;3.0
6262842101;1;1.0
6262869727;2;2.0
6262875107;1;1.0
6262942661;3;3.0
6262996834;4;4.0
6263041641;4;2.0
6263098163;3;3.0
6263217863;1;1.0
6263275553;1;1.0
6263295740;3;3.0
6263305720;4;3.0
6263321687;6;6.0
6263323701;1;3.0
6263370629;2;2.0
6263449560;3;3.0
6263529750;3;3.0
6263532629;3;3.0
6263563770;1;2.0
6263736623;3;3.0
6263770562;3;3.0
6263789077;1;1.0
6263878924;4;4.0
6264012327;3;3.0
6264157139;3;3.0
6264211796;2;2.0
6264237671;3;3.0
6264604500;2;2.0
6264624527;2;1.0
6264628603;4;5.0
6264728730;1;1.0
6264735272;2;2.0
6264766313;2;2.0
6264777005;3;3.0
6264885754;1;1.0
6264925306;3;3.0
6264946052;3;3.0
6265030272;2;2.0
6265031244;2;2.0
6265040073;3;3.0
6265041983;2;2.0
6265112597;2;1.0
6265209248;3;3.0
6265466216;3;3.0
6265505211;1;1.0
6265571354;3;3.0
6265600397;4;3.0
6265610600;5;4.0
6265643100;5;5.0
6265668510;3;3.0
6265693549;2;2.0
6265703528;4;2.0
6265732706;4;4.0
6265763938;2;2.0
6265773305;4;4.0
6265831879;3;3.0
6265891189;3;3.0
6265903535;1;1.0
6265913840;3;3.0
6265949284;3;2.0
6265950886;2;2.0
6265995634;2;2.0
6266012154;1;1.0
6266023601;2;1.0
6266033909;3;1.0
6271772986;2;2.0
6271856810;4;4.0
6271874711;3;2.0
6271943039;3;3.0
6266057760;1;1.0
6266374498;3;3.0
6266383560;2;2.0
6266402297;3;3.0
6266564009;1;1.0
6266624940;3;3.0
6266651912;1;1.0
6266722100;3;3.0
6266727404;4;4.0
6266738520;2;2.0
6266748320;2;1.0
6266754304;2;2.0
6266796643;1;1.0
6266831570;1;1.0
6266856212;2;2.0
6266895706;1;2.0
6266905280;6;6.0
6266934469;1;1.0
6266982862;1;1.0
6267018725;4;3.0
6267035301;2;2.0
6267042197;2;3.0
6267050882;4;4.0
6267312674;1;1.0
6267349322;3;3.0
6267386449;5;3.0
6267409910;4;6.0
6267536947;1;4.0
6267576493;3;3.0
6267685004;2;2.0
6267697444;2;2.0
6267715442;4;3.0
6267716171;2;2.0
6267722902;2;2.0
6267731995;4;4.0
6267790657;3;3.0
6267792943;1;1.0
6267801799;2;2.0
6267820157;3;3.0
6267833054;2;2.0
6267838790;2;2.0
6267839680;2;2.0
6267843440;3;2.0
6267878074;3;3.0
6267887570;3;2.0
6267903362;6;6.0
6267928608;4;3.0
6267930092;3;3.0
6267956300;3;2.0
6268140222;1;
6268275314;4;3.0
6268294378;3;3.0
6268356667;3;6.0
6268358520;2;1.0
6268365143;2;2.0
